transformer_id,transformer_name,feeder_id,cnc,substation_id,substation_name,age_years,load_factor,maintenance_score,oil_quality_index,temperature_rise_c,failure_within_1yr,pole_id,gps_lat,gps_lon,capacity_kva,installation_year,previous_failures,last_serviced_date,last_oil_replacement_date
T1655,Nkowankowa Substation 1 TX-063,F079,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,3.5,0.641,0.665,0.54,54.6,0,POLE-NKW-01655,-23.90276,30.24514,100,2022,0,2026-07-07,2025-08-18
T1656,Tzaneen Substation 1 TX-060,F116,Tzaneen,SS-TZN-01,Tzaneen Substation 1,11.5,0.851,0.586,0.612,53.0,0,POLE-TZN-01656,-23.83046,30.1587,100,2015,1,2026-03-30,2026-02-10
T1657,Politsi Substation 3 TX-063,F424,Politsi,SS-PLT-03,Politsi Substation 3,24.6,0.198,0.235,0.5,54.5,0,POLE-PLT-01657,-23.82305,30.07847,315,2001,2,2026-03-21,2025-07-19
T1658,Nkowankowa Substation 3 TX-050,F437,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,14.0,0.527,0.714,0.602,55.0,0,POLE-NKW-01658,-23.92114,30.27202,2000,2012,0,2026-05-25,2025-06-24
T1659,Haenertsburg Substation 3 TX-048,F420,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,2.7,0.645,0.548,0.546,52.0,0,POLE-HBG-01659,-24.00228,29.93072,200,2023,1,2026-04-25,2025-11-07
T1660,Modjadjiskloof Substation 2 TX-059,F127,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,11.3,0.548,0.733,0.723,58.4,0,POLE-MDK-01660,-23.78152,30.13704,1600,2015,0,2026-06-25,2025-07-11
T1661,Politsi Substation 3 TX-064,F310,Politsi,SS-PLT-03,Politsi Substation 3,16.7,0.294,0.756,0.549,58.3,0,POLE-PLT-01661,-23.83037,30.07652,500,2009,1,2026-07-19,2026-03-18
T1662,Lenyenye Substation 1 TX-054,F306,Lenyenye,SS-LNY-01,Lenyenye Substation 1,10.4,0.627,0.704,0.587,54.8,1,POLE-LNY-01662,-23.95839,30.26424,100,2016,1,2026-03-05,2025-11-12
T1663,Ga-Kgapane Substation 3 TX-056,F093,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,5.4,0.444,0.94,0.704,58.5,0,POLE-GKG-01663,-23.86535,30.38542,100,2021,0,2026-04-17,2024-08-17
T1664,Xihoko Substation 2 TX-056,F277,Xihoko,SS-XHK-02,Xihoko Substation 2,19.7,0.305,0.834,0.776,48.8,0,POLE-XHK-01664,-23.80102,30.29726,315,2006,0,2026-07-09,2026-01-03
T1665,Lenyenye Substation 3 TX-057,F263,Lenyenye,SS-LNY-03,Lenyenye Substation 3,8.1,0.844,0.713,0.591,57.4,0,POLE-LNY-01665,-23.94788,30.30875,200,2018,1,2026-05-14,2025-12-27
T1666,Ga-Kgapane Substation 3 TX-057,F199,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,14.9,0.338,0.883,0.739,43.6,0,POLE-GKG-01666,-23.86271,30.37682,800,2011,0,2026-04-13,2026-05-11
T1667,Nkowankowa Substation 3 TX-051,F376,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,11.1,0.429,0.585,0.673,42.2,0,POLE-NKW-01667,-23.927,30.25974,2000,2015,2,2026-03-11,2026-03-26
T1668,Nkowankowa Substation 2 TX-058,F339,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,7.8,0.537,0.613,0.653,44.9,0,POLE-NKW-01668,-23.94462,30.25299,1600,2018,1,2026-06-09,2025-12-17
T1669,Politsi Substation 2 TX-072,F267,Politsi,SS-PLT-02,Politsi Substation 2,35.0,0.556,0.719,0.619,73.2,0,POLE-PLT-01669,-23.83971,30.02404,200,1991,4,2026-04-23,2025-03-20
T1670,Haenertsburg Substation 3 TX-049,F363,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,7.2,0.867,0.587,0.439,65.2,0,POLE-HBG-01670,-24.00897,29.93572,2000,2019,1,2026-06-24,2025-03-28
T1671,Xihoko Substation 2 TX-057,F382,Xihoko,SS-XHK-02,Xihoko Substation 2,11.8,0.435,0.867,0.831,43.3,0,POLE-XHK-01671,-23.79838,30.3092,2000,2014,1,2026-03-23,2026-05-04
T1672,Haenertsburg Substation 2 TX-077,F284,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,11.1,0.53,0.533,0.688,52.4,0,POLE-HBG-01672,-23.98118,29.92172,315,2015,2,2026-05-03,2025-10-15
T1673,Xihoko Substation 3 TX-075,F134,Xihoko,SS-XHK-03,Xihoko Substation 3,12.7,0.481,0.669,0.671,56.1,0,POLE-XHK-01673,-23.72773,30.37233,500,2013,1,2026-04-14,2025-12-07
T1674,Nkowankowa Substation 1 TX-064,F380,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,34.8,0.681,0.759,0.628,60.4,1,POLE-NKW-01674,-23.90618,30.24668,500,1991,0,2026-04-12,2025-11-11
T1675,Xihoko Substation 3 TX-076,F359,Xihoko,SS-XHK-03,Xihoko Substation 3,16.7,0.633,0.814,0.601,68.0,0,POLE-XHK-01675,-23.71344,30.37308,315,2009,1,2026-05-26,2025-06-25
T1676,Ga-Kgapane Substation 3 TX-058,F492,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,7.8,0.391,0.708,0.809,50.0,0,POLE-GKG-01676,-23.85407,30.38022,100,2018,3,2026-04-06,2025-10-10
T1677,Bolobedu Substation 2 TX-058,F075,Bolobedu,SS-BLB-02,Bolobedu Substation 2,28.1,0.612,0.795,0.829,65.4,1,POLE-BLB-01677,-23.9573,30.37187,2000,1998,0,2026-03-07,2025-10-30
T1678,Nkowankowa Substation 1 TX-065,F210,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,18.6,0.806,0.526,0.602,70.1,1,POLE-NKW-01678,-23.89722,30.23317,315,2007,1,2026-06-17,2025-07-24
T1679,Tzaneen Substation 2 TX-070,F463,Tzaneen,SS-TZN-02,Tzaneen Substation 2,7.9,0.554,0.356,0.481,44.1,1,POLE-TZN-01679,-23.79321,30.20386,50,2018,5,2025-11-10,2026-06-20
T1680,Xihoko Substation 1 TX-083,F258,Xihoko,SS-XHK-01,Xihoko Substation 1,25.4,0.151,0.743,0.732,50.3,0,POLE-XHK-01680,-23.78204,30.37319,2000,2001,1,2026-06-05,2024-08-23
T1681,Lenyenye Substation 1 TX-055,F472,Lenyenye,SS-LNY-01,Lenyenye Substation 1,3.5,0.628,0.546,0.49,59.4,0,POLE-LNY-01681,-23.95782,30.2657,100,2022,2,2026-03-10,2025-10-12
T1682,Politsi Substation 1 TX-063,F007,Politsi,SS-PLT-01,Politsi Substation 1,4.4,0.624,0.826,0.847,47.1,0,POLE-PLT-01682,-23.78989,30.06065,2000,2022,0,2026-05-29,2025-09-20
T1683,Xihoko Substation 3 TX-077,F018,Xihoko,SS-XHK-03,Xihoko Substation 3,2.5,0.69,0.579,0.556,56.4,0,POLE-XHK-01683,-23.72183,30.37753,100,2024,1,2026-03-30,2025-02-16
T1684,Bolobedu Substation 3 TX-056,F399,Bolobedu,SS-BLB-03,Bolobedu Substation 3,1.5,0.75,0.324,0.432,62.8,1,POLE-BLB-01684,-23.98187,30.45082,315,2025,1,2025-11-17,2026-01-28
T1685,Nkowankowa Substation 2 TX-059,F180,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,24.2,0.662,0.552,0.538,68.9,1,POLE-NKW-01685,-23.94359,30.25261,500,2002,2,2026-04-20,2025-11-30
T1686,Ga-Kgapane Substation 2 TX-046,F261,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,12.8,0.589,0.496,0.535,55.7,0,POLE-GKG-01686,-23.83998,30.35682,200,2013,4,2026-03-10,2025-02-02
T1687,Politsi Substation 3 TX-065,F215,Politsi,SS-PLT-03,Politsi Substation 3,2.7,0.315,0.71,0.753,43.9,0,POLE-PLT-01687,-23.82011,30.0721,800,2023,0,2025-12-29,2025-03-03
T1688,Haenertsburg Substation 3 TX-050,F204,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,10.8,0.362,0.163,0.277,47.1,0,POLE-HBG-01688,-23.99851,29.91796,800,2015,2,2026-04-25,2025-08-24
T1689,Haenertsburg Substation 2 TX-078,F470,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,20.3,0.527,0.769,0.586,61.7,0,POLE-HBG-01689,-23.98164,29.92963,1600,2006,1,2026-06-21,2026-06-05
T1690,Xihoko Substation 2 TX-058,F048,Xihoko,SS-XHK-02,Xihoko Substation 2,6.2,0.205,0.669,0.551,48.1,0,POLE-XHK-01690,-23.79208,30.30471,315,2020,0,2026-02-04,2026-03-24
T1691,Xihoko Substation 1 TX-084,F387,Xihoko,SS-XHK-01,Xihoko Substation 1,8.8,0.756,0.744,0.815,54.0,0,POLE-XHK-01691,-23.78367,30.37309,1600,2017,0,2026-05-18,2026-03-15
T1692,Bolobedu Substation 3 TX-057,F445,Bolobedu,SS-BLB-03,Bolobedu Substation 3,35.0,0.344,0.085,0.329,74.5,1,POLE-BLB-01692,-23.99441,30.44641,1000,1991,3,2026-04-06,2025-07-02
T1693,Lenyenye Substation 3 TX-058,F329,Lenyenye,SS-LNY-03,Lenyenye Substation 3,9.4,0.169,0.745,0.782,42.7,0,POLE-LNY-01693,-23.95352,30.30302,1600,2017,1,2026-01-30,2025-11-02
T1694,Nkowankowa Substation 3 TX-052,F198,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,3.0,0.788,0.589,0.638,54.4,1,POLE-NKW-01694,-23.91564,30.27429,800,2023,2,2026-06-07,2025-06-16
T1695,Lenyenye Substation 1 TX-056,F081,Lenyenye,SS-LNY-01,Lenyenye Substation 1,7.4,0.308,0.52,0.445,58.4,0,POLE-LNY-01695,-23.96251,30.27803,100,2019,0,2026-03-05,2025-01-10
T1696,Modjadjiskloof Substation 1 TX-081,F342,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,2.6,0.4,0.668,0.764,37.8,0,POLE-MDK-01696,-23.71159,30.12338,800,2023,1,2025-11-22,2026-07-17
T1697,Ga-Kgapane Substation 1 TX-063,F235,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,17.6,0.743,0.559,0.641,68.3,0,POLE-GKG-01697,-23.83845,30.30609,1000,2008,4,2026-06-22,2026-01-26
T1698,Bolobedu Substation 2 TX-059,F075,Bolobedu,SS-BLB-02,Bolobedu Substation 2,5.5,0.793,0.636,0.532,63.7,0,POLE-BLB-01698,-23.95688,30.37238,315,2021,1,2025-11-08,2025-02-27
T1699,Nkowankowa Substation 2 TX-060,F180,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,5.3,0.661,0.798,0.837,52.9,0,POLE-NKW-01699,-23.94408,30.25466,800,2021,0,2026-06-03,2025-03-03
T1700,Politsi Substation 1 TX-064,F481,Politsi,SS-PLT-01,Politsi Substation 1,35.0,0.564,0.443,0.451,69.3,1,POLE-PLT-01700,-23.79982,30.06508,800,1991,6,2026-05-04,2025-06-23
T1701,Lenyenye Substation 1 TX-057,F133,Lenyenye,SS-LNY-01,Lenyenye Substation 1,4.0,0.296,0.672,0.569,46.4,0,POLE-LNY-01701,-23.95297,30.26599,800,2022,0,2026-07-08,2026-04-19
T1702,Xihoko Substation 2 TX-059,F090,Xihoko,SS-XHK-02,Xihoko Substation 2,3.4,0.817,0.941,0.583,51.5,0,POLE-XHK-01702,-23.79264,30.31246,1000,2023,0,2026-05-14,2025-10-17
T1703,Nkowankowa Substation 2 TX-061,F341,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,4.6,0.399,0.695,0.585,44.2,0,POLE-NKW-01703,-23.94281,30.26123,1000,2021,0,2026-06-24,2025-01-16
T1704,Haenertsburg Substation 3 TX-051,F100,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,20.8,0.658,0.589,0.66,61.7,1,POLE-HBG-01704,-24.00159,29.92941,800,2005,1,2026-03-10,2026-05-26
T1705,Haenertsburg Substation 1 TX-068,F460,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,16.1,0.629,0.843,0.687,52.7,0,POLE-HBG-01705,-23.95132,29.96107,200,2010,2,2026-05-23,2026-04-27
T1706,Lenyenye Substation 1 TX-058,F430,Lenyenye,SS-LNY-01,Lenyenye Substation 1,7.3,0.569,0.676,0.708,49.0,0,POLE-LNY-01706,-23.96769,30.27063,1000,2019,2,2026-04-14,2026-04-27
T1707,Ga-Kgapane Substation 3 TX-059,F492,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,6.8,0.515,0.772,0.73,42.8,0,POLE-GKG-01707,-23.87195,30.37966,100,2019,0,2026-03-24,2025-09-11
T1708,Lenyenye Substation 1 TX-059,F457,Lenyenye,SS-LNY-01,Lenyenye Substation 1,15.2,0.233,0.606,0.536,53.9,0,POLE-LNY-01708,-23.97185,30.27018,2000,2011,1,2025-09-16,2026-03-11
T1709,Modjadjiskloof Substation 3 TX-067,F122,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,13.2,0.181,0.426,0.457,57.8,0,POLE-MDK-01709,-23.71944,30.12815,1600,2013,2,2026-04-07,2026-07-17
T1710,Politsi Substation 1 TX-065,F107,Politsi,SS-PLT-01,Politsi Substation 1,9.8,0.796,0.61,0.613,69.4,0,POLE-PLT-01710,-23.79259,30.05873,200,2016,0,2026-03-12,2025-01-28
T1711,Xihoko Substation 2 TX-060,F172,Xihoko,SS-XHK-02,Xihoko Substation 2,16.4,0.3,0.838,0.695,44.8,0,POLE-XHK-01711,-23.79129,30.2977,50,2010,1,2026-04-25,2025-12-22
T1712,Ga-Kgapane Substation 1 TX-064,F235,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,4.4,0.695,0.631,0.429,51.9,0,POLE-GKG-01712,-23.84413,30.30637,100,2022,1,2026-04-10,2023-12-10
T1713,Xihoko Substation 1 TX-085,F440,Xihoko,SS-XHK-01,Xihoko Substation 1,5.6,0.637,0.643,0.633,51.7,0,POLE-XHK-01713,-23.79291,30.37034,1000,2020,0,2026-07-03,2025-06-28
T1714,Nkowankowa Substation 1 TX-066,F367,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,17.0,0.814,0.582,0.721,65.3,1,POLE-NKW-01714,-23.90612,30.25056,50,2009,2,2026-06-10,2025-12-23
T1715,Modjadjiskloof Substation 1 TX-082,F323,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,13.9,0.543,0.677,0.719,52.9,0,POLE-MDK-01715,-23.71732,30.12205,50,2012,0,2026-07-02,2025-06-30
T1716,Xihoko Substation 1 TX-086,F440,Xihoko,SS-XHK-01,Xihoko Substation 1,11.4,0.475,0.798,0.773,54.8,0,POLE-XHK-01716,-23.77586,30.3716,1000,2015,0,2026-01-10,2026-04-22
T1717,Modjadjiskloof Substation 1 TX-083,F323,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,35.0,0.417,0.582,0.689,67.0,1,POLE-MDK-01717,-23.71886,30.1204,500,1991,0,2025-11-13,2025-10-11
T1718,Xihoko Substation 2 TX-061,F190,Xihoko,SS-XHK-02,Xihoko Substation 2,18.9,0.368,0.435,0.549,47.3,0,POLE-XHK-01718,-23.80171,30.30972,315,2007,0,2026-01-30,2025-09-01
T1719,Nkowankowa Substation 2 TX-062,F207,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,7.5,0.405,0.897,0.805,45.8,0,POLE-NKW-01719,-23.93807,30.2559,200,2019,0,2026-03-18,2026-01-30
T1720,Xihoko Substation 3 TX-078,F259,Xihoko,SS-XHK-03,Xihoko Substation 3,6.0,0.634,0.35,0.497,49.0,0,POLE-XHK-01720,-23.71685,30.36581,500,2020,4,2026-06-20,2026-05-03
T1721,Tzaneen Substation 1 TX-061,F045,Tzaneen,SS-TZN-01,Tzaneen Substation 1,14.4,0.665,0.754,0.586,56.4,0,POLE-TZN-01721,-23.82125,30.16993,200,2012,3,2026-04-02,2025-09-22
T1722,Modjadjiskloof Substation 2 TX-060,F371,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,24.2,0.232,0.947,0.953,47.0,0,POLE-MDK-01722,-23.78315,30.13515,50,2002,3,2026-06-22,2026-01-20
T1723,Modjadjiskloof Substation 3 TX-068,F327,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,2.2,0.621,0.439,0.571,55.0,0,POLE-MDK-01723,-23.70999,30.12116,500,2024,0,2026-06-13,2026-02-26
T1724,Bolobedu Substation 1 TX-059,F366,Bolobedu,SS-BLB-01,Bolobedu Substation 1,13.7,0.411,0.619,0.596,52.9,0,POLE-BLB-01724,-23.95746,30.35797,2000,2012,2,2026-01-24,2026-05-18
T1725,Politsi Substation 2 TX-073,F267,Politsi,SS-PLT-02,Politsi Substation 2,8.7,0.867,0.531,0.654,56.7,0,POLE-PLT-01725,-23.8429,30.03499,500,2017,0,2026-03-01,2026-03-27
T1726,Ga-Kgapane Substation 1 TX-065,F392,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,12.8,0.517,0.488,0.434,68.3,1,POLE-GKG-01726,-23.84261,30.30043,800,2013,0,2026-06-21,2024-04-21
T1727,Lenyenye Substation 3 TX-059,F475,Lenyenye,SS-LNY-03,Lenyenye Substation 3,3.1,0.223,0.371,0.447,40.9,0,POLE-LNY-01727,-23.96132,30.30555,200,2023,1,2025-10-14,2026-01-26
T1728,Modjadjiskloof Substation 2 TX-061,F285,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,24.1,0.65,0.199,0.309,71.2,0,POLE-MDK-01728,-23.78268,30.12609,100,2002,1,2026-03-24,2025-06-30
T1729,Modjadjiskloof Substation 2 TX-062,F223,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,28.5,0.236,0.638,0.59,61.6,0,POLE-MDK-01729,-23.77843,30.13218,1000,1998,0,2026-02-25,2025-10-07
T1730,Nkowankowa Substation 1 TX-067,F053,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,17.8,0.334,0.643,0.68,53.2,0,POLE-NKW-01730,-23.91238,30.2374,315,2008,1,2026-05-29,2026-01-06
T1731,Modjadjiskloof Substation 3 TX-069,F390,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,32.2,0.481,0.619,0.621,60.8,0,POLE-MDK-01731,-23.7064,30.1254,50,1994,4,2026-04-05,2024-08-08
T1732,Xihoko Substation 3 TX-079,F452,Xihoko,SS-XHK-03,Xihoko Substation 3,8.3,0.331,0.303,0.456,45.9,0,POLE-XHK-01732,-23.71246,30.38185,200,2018,1,2025-12-22,2025-05-09
T1733,Ga-Kgapane Substation 3 TX-060,F350,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,13.4,0.613,0.568,0.371,64.5,0,POLE-GKG-01733,-23.86519,30.37435,50,2013,2,2026-06-21,2025-05-14
T1734,Tzaneen Substation 3 TX-064,F433,Tzaneen,SS-TZN-03,Tzaneen Substation 3,18.0,0.467,0.434,0.545,63.0,0,POLE-TZN-01734,-23.83592,30.19936,1600,2008,2,2025-09-07,2025-11-05
T1735,Xihoko Substation 1 TX-087,F431,Xihoko,SS-XHK-01,Xihoko Substation 1,14.5,0.335,0.657,0.56,52.3,0,POLE-XHK-01735,-23.78112,30.36944,2000,2011,2,2026-03-04,2026-02-15
T1736,Tzaneen Substation 2 TX-071,F400,Tzaneen,SS-TZN-02,Tzaneen Substation 2,9.2,0.617,0.784,0.554,49.1,0,POLE-TZN-01736,-23.79788,30.19085,1600,2017,0,2026-04-17,2025-10-31
T1737,Tzaneen Substation 1 TX-062,F252,Tzaneen,SS-TZN-01,Tzaneen Substation 1,9.9,0.305,0.739,0.753,45.7,0,POLE-TZN-01737,-23.82194,30.16513,1600,2016,0,2026-07-23,2025-08-27
T1738,Xihoko Substation 2 TX-062,F050,Xihoko,SS-XHK-02,Xihoko Substation 2,26.8,0.538,0.403,0.463,73.7,0,POLE-XHK-01738,-23.80647,30.302,1600,1999,2,2026-04-04,2025-02-26
T1739,Lenyenye Substation 2 TX-055,F002,Lenyenye,SS-LNY-02,Lenyenye Substation 2,11.0,0.144,0.605,0.524,41.9,0,POLE-LNY-01739,-23.95041,30.26167,500,2015,1,2026-01-19,2025-05-27
T1740,Tzaneen Substation 3 TX-065,F103,Tzaneen,SS-TZN-03,Tzaneen Substation 3,23.3,0.181,0.612,0.617,51.8,0,POLE-TZN-01740,-23.83742,30.19833,315,2003,3,2026-07-18,2026-07-01
T1741,Bolobedu Substation 1 TX-060,F216,Bolobedu,SS-BLB-01,Bolobedu Substation 1,10.6,0.653,0.701,0.805,53.1,0,POLE-BLB-01741,-23.96293,30.35236,50,2015,1,2025-12-16,2026-06-17
T1742,Nkowankowa Substation 3 TX-053,F372,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,23.2,0.758,0.347,0.524,73.1,1,POLE-NKW-01742,-23.93076,30.26968,2000,2003,0,2026-07-01,2025-12-20
T1743,Xihoko Substation 3 TX-080,F228,Xihoko,SS-XHK-03,Xihoko Substation 3,11.9,0.615,0.765,0.601,53.8,0,POLE-XHK-01743,-23.72046,30.38551,50,2014,1,2026-04-23,2026-06-07
T1744,Modjadjiskloof Substation 1 TX-084,F012,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,17.0,0.303,0.727,0.758,52.2,0,POLE-MDK-01744,-23.73038,30.12083,200,2009,2,2025-11-20,2026-04-25
T1745,Lenyenye Substation 1 TX-060,F106,Lenyenye,SS-LNY-01,Lenyenye Substation 1,6.6,0.398,0.444,0.495,57.3,0,POLE-LNY-01745,-23.96083,30.26715,315,2019,1,2026-02-28,2026-04-25
T1746,Haenertsburg Substation 2 TX-079,F490,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,13.4,0.343,0.879,0.651,43.0,0,POLE-HBG-01746,-23.97845,29.93028,800,2013,0,2026-03-25,2026-01-09
T1747,Nkowankowa Substation 1 TX-068,F495,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,6.7,0.397,0.574,0.577,42.3,0,POLE-NKW-01747,-23.89346,30.24993,2000,2019,0,2026-01-15,2025-11-11
T1748,Nkowankowa Substation 3 TX-054,F189,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,8.2,0.418,0.706,0.619,49.0,0,POLE-NKW-01748,-23.92134,30.26719,500,2018,0,2026-03-21,2026-05-15
T1749,Ga-Kgapane Substation 1 TX-066,F403,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,8.7,0.891,0.852,0.638,64.8,1,POLE-GKG-01749,-23.84105,30.30277,1600,2017,1,2026-06-25,2024-12-31
T1750,Lenyenye Substation 1 TX-061,F360,Lenyenye,SS-LNY-01,Lenyenye Substation 1,9.8,0.739,0.334,0.581,59.9,0,POLE-LNY-01750,-23.95288,30.26583,315,2016,0,2026-04-18,2025-09-04
T1751,Lenyenye Substation 3 TX-060,F466,Lenyenye,SS-LNY-03,Lenyenye Substation 3,21.4,0.557,0.871,0.844,61.8,0,POLE-LNY-01751,-23.94827,30.30186,2000,2005,1,2026-06-25,2026-01-26
T1752,Haenertsburg Substation 1 TX-069,F444,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,7.9,0.503,0.731,0.588,43.3,0,POLE-HBG-01752,-23.94642,29.96488,100,2018,0,2025-12-07,2025-05-13
T1753,Politsi Substation 3 TX-066,F315,Politsi,SS-PLT-03,Politsi Substation 3,12.5,0.645,0.719,0.568,59.7,0,POLE-PLT-01753,-23.83104,30.06237,315,2014,1,2026-05-19,2025-11-24
T1754,Nkowankowa Substation 3 TX-055,F198,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,23.2,0.295,0.959,0.863,37.2,0,POLE-NKW-01754,-23.91034,30.25704,200,2003,1,2026-03-22,2025-11-23
T1755,Nkowankowa Substation 1 TX-069,F314,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,16.7,0.499,0.902,0.795,59.9,0,POLE-NKW-01755,-23.90808,30.24015,200,2009,1,2026-04-09,2026-03-21
T1756,Modjadjiskloof Substation 1 TX-085,F160,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,2.2,0.798,0.957,0.751,57.9,0,POLE-MDK-01756,-23.72918,30.11935,1600,2024,0,2026-05-18,2026-04-17
T1757,Lenyenye Substation 2 TX-056,F175,Lenyenye,SS-LNY-02,Lenyenye Substation 2,3.1,0.438,0.462,0.456,48.2,0,POLE-LNY-01757,-23.93804,30.26232,1000,2023,0,2026-06-08,2026-04-19
T1758,Lenyenye Substation 1 TX-062,F305,Lenyenye,SS-LNY-01,Lenyenye Substation 1,14.7,0.238,0.709,0.641,37.5,0,POLE-LNY-01758,-23.96278,30.2685,1000,2011,2,2026-06-10,2025-11-18
T1759,Lenyenye Substation 2 TX-057,F286,Lenyenye,SS-LNY-02,Lenyenye Substation 2,7.6,0.459,0.88,0.898,44.0,0,POLE-LNY-01759,-23.92966,30.26399,50,2018,1,2026-06-16,2025-12-23
T1760,Nkowankowa Substation 2 TX-063,F291,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,2.7,0.632,0.553,0.482,59.0,0,POLE-NKW-01760,-23.94151,30.24829,2000,2023,0,2026-06-26,2023-10-18
T1761,Ga-Kgapane Substation 1 TX-067,F193,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,7.2,0.439,0.585,0.631,51.2,0,POLE-GKG-01761,-23.83343,30.30925,2000,2019,1,2025-08-19,2026-07-03
T1762,Haenertsburg Substation 3 TX-052,F205,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,15.1,0.699,0.957,0.821,65.5,0,POLE-HBG-01762,-24.02142,29.93451,1000,2011,1,2026-04-23,2026-01-23
T1763,Modjadjiskloof Substation 2 TX-063,F006,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,8.6,0.282,0.52,0.49,47.6,0,POLE-MDK-01763,-23.77982,30.1283,315,2017,2,2026-03-29,2025-03-22
T1764,Politsi Substation 2 TX-074,F301,Politsi,SS-PLT-02,Politsi Substation 2,11.6,0.533,0.695,0.684,63.1,1,POLE-PLT-01764,-23.82594,30.03272,50,2014,1,2026-07-16,2026-04-15
T1765,Bolobedu Substation 3 TX-058,F288,Bolobedu,SS-BLB-03,Bolobedu Substation 3,9.2,0.715,0.632,0.618,46.6,0,POLE-BLB-01765,-23.99404,30.43405,500,2017,4,2026-05-07,2025-03-07
T1766,Haenertsburg Substation 2 TX-080,F468,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,6.4,0.397,0.613,0.702,42.7,0,POLE-HBG-01766,-23.98144,29.93444,100,2020,2,2026-04-29,2025-06-25
T1767,Ga-Kgapane Substation 2 TX-047,F253,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,13.2,0.629,0.513,0.455,53.7,0,POLE-GKG-01767,-23.8407,30.35896,800,2013,0,2026-04-05,2024-11-14
T1768,Politsi Substation 3 TX-067,F234,Politsi,SS-PLT-03,Politsi Substation 3,2.4,0.654,0.515,0.624,54.8,0,POLE-PLT-01768,-23.83224,30.06766,1000,2024,0,2026-04-03,2025-08-20
T1769,Tzaneen Substation 3 TX-066,F034,Tzaneen,SS-TZN-03,Tzaneen Substation 3,5.8,0.274,0.689,0.631,38.6,0,POLE-TZN-01769,-23.82729,30.19454,50,2020,0,2026-03-18,2026-04-01
T1770,Xihoko Substation 2 TX-063,F099,Xihoko,SS-XHK-02,Xihoko Substation 2,18.9,0.449,0.441,0.363,66.2,0,POLE-XHK-01770,-23.79929,30.29789,200,2007,4,2026-06-25,2025-09-22
