meter_id,declared_kwh,transformer_feed_estimate_kwh,historical_avg_kwh,pct_drop_recent,night_usage_ratio,area_theft_history_rate,meter_reversal_events_6mo,zero_consumption_days_90d,tamper_alarm_count,confirmed_incidents_nearby_12mo,feeder_id,cnc,substation_id,substation_name,meter_lat,meter_lon,is_theft
M05353,79.8,81.3,84.8,0.002,0.356,0.02,0,0,0,0,F115,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.89788,30.23287,0
M05354,75.1,76.6,75.1,0.124,0.108,0.057,0,0,0,3,F221,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-23.98747,29.93161,0
M05355,53.1,83.0,57.0,0.378,0.359,0.121,0,0,0,2,F194,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82025,30.16753,1
M05356,181.7,156.0,184.4,0.028,0.257,0.077,0,0,0,3,F012,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.73883,30.1265,0
M05357,184.9,153.3,184.6,0.051,0.251,0.102,0,0,0,4,F497,Politsi,SS-PLT-01,Politsi Substation 1,-23.79783,30.06793,0
M05358,400.0,294.2,400.0,0.174,0.229,0.122,0,0,0,1,F311,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95384,30.30186,0
M05359,85.0,91.5,82.9,0.146,0.219,0.136,0,0,0,4,F027,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.7115,30.123,0
M05360,77.0,69.5,75.0,0.026,0.175,0.081,1,1,0,2,F227,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.93834,30.37727,0
M05361,50.1,58.9,53.4,0.045,0.165,0.168,0,1,0,1,F413,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.9581,30.27474,0
M05362,68.7,135.0,72.8,0.169,0.514,0.183,1,6,1,2,F045,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82986,30.16305,0
M05363,185.7,181.6,201.0,0.021,0.322,0.026,0,1,0,0,F119,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.84102,30.30954,0
M05364,51.6,59.9,51.7,0.086,0.233,0.064,0,1,0,0,F355,Politsi,SS-PLT-01,Politsi Substation 1,-23.78862,30.0656,1
M05365,82.1,79.6,88.1,0.075,0.297,0.02,0,0,0,0,F276,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93859,30.2632,0
M05366,71.4,87.2,70.3,0.201,0.18,0.02,1,0,0,0,F091,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.93104,30.26983,0
M05367,137.3,144.2,128.3,0.111,0.29,0.18,1,0,0,5,F473,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.8393,30.35026,0
M05368,115.8,115.2,107.5,0.0,0.419,0.113,0,0,0,2,F467,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82444,30.15972,0
M05369,47.2,54.8,42.8,0.044,0.268,0.122,0,0,0,2,F338,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82354,30.16641,0
M05370,77.1,69.5,75.0,0.091,0.032,0.136,0,0,0,4,F430,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96695,30.27117,0
M05371,106.8,104.5,113.7,0.038,0.338,0.086,0,0,0,0,F315,Politsi,SS-PLT-03,Politsi Substation 3,-23.82377,30.0712,0
M05372,71.0,84.0,68.5,0.045,0.328,0.035,0,1,0,0,F029,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.94403,30.31321,0
M05373,69.7,72.9,62.7,0.054,0.372,0.058,0,0,0,3,F120,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80205,30.19349,0
M05374,95.0,94.0,97.5,0.067,0.206,0.037,0,0,0,0,F348,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.83981,30.36141,0
M05375,98.5,103.0,111.1,0.153,0.424,0.034,0,1,0,0,F318,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83161,30.18411,0
M05376,76.8,78.1,81.9,0.08,0.353,0.082,0,1,0,5,F377,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95457,30.29432,0
M05377,151.5,150.6,156.3,0.12,0.615,0.146,0,3,2,1,F270,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.79902,30.19453,1
M05378,95.2,110.2,99.0,0.0,0.16,0.048,0,2,0,0,F152,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95929,30.38105,0
M05379,191.5,151.6,204.7,0.0,0.261,0.034,0,0,0,2,F465,Politsi,SS-PLT-01,Politsi Substation 1,-23.79867,30.06064,0
M05380,103.2,123.1,100.9,0.032,0.248,0.067,0,1,0,2,F052,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78101,30.3694,1
M05381,134.1,155.6,128.3,0.108,0.328,0.02,0,0,0,1,F200,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.7144,30.11754,0
M05382,178.3,195.8,173.0,0.027,0.284,0.158,0,0,0,4,F423,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72854,30.12339,0
M05383,82.1,80.9,73.2,0.14,0.236,0.066,0,0,0,0,F233,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.99113,30.44839,0
M05384,153.1,153.1,160.9,0.062,0.382,0.073,0,0,0,1,F262,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94272,29.96224,0
M05385,173.4,175.5,174.6,0.0,0.375,0.141,0,1,0,4,F085,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96299,30.35416,0
M05386,84.2,82.3,82.0,0.0,0.347,0.154,0,1,0,2,F171,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98944,30.44546,0
M05387,33.2,37.6,35.2,0.01,0.3,0.094,0,1,0,4,F013,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96109,30.2727,0
M05388,201.5,218.9,193.2,0.156,0.182,0.198,0,0,0,4,F096,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83713,30.29642,0
M05389,142.3,146.9,141.3,0.042,0.242,0.141,0,0,0,2,F191,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.82156,30.19983,0
M05390,46.7,54.0,38.7,0.047,0.089,0.055,0,1,0,1,F067,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82619,30.16757,0
M05391,83.1,82.3,76.8,0.035,0.515,0.058,1,8,0,1,F203,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94206,30.2543,1
M05392,163.7,164.9,172.5,0.106,0.343,0.086,1,1,0,1,F399,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.99728,30.44589,0
M05393,86.0,91.2,87.1,0.066,0.252,0.038,0,0,0,1,F295,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92227,30.26232,0
M05394,56.2,57.7,65.5,0.023,0.207,0.231,0,0,0,1,F371,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77409,30.1211,0
M05395,112.3,100.4,104.8,0.331,0.217,0.101,0,8,0,1,F389,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98804,30.45225,1
M05396,192.6,190.2,184.3,0.024,0.269,0.143,0,0,0,4,F233,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98809,30.44796,0
M05397,96.6,111.1,93.0,0.0,0.169,0.191,0,0,0,1,F148,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.01162,29.92515,0
M05398,60.5,58.0,49.2,0.132,0.105,0.13,0,0,0,1,F026,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.77333,30.35977,0
M05399,75.3,66.0,70.9,0.082,0.265,0.09,0,0,0,3,F354,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.84206,30.20331,0
M05400,164.6,138.6,173.8,0.0,0.08,0.106,0,2,0,2,F294,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71349,30.12526,0
M05401,155.6,144.0,167.3,0.051,0.175,0.083,0,0,0,0,F206,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78337,30.36049,0
M05402,108.3,102.9,119.6,0.196,0.274,0.187,0,1,0,6,F197,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.94626,30.36943,0
M05403,178.2,178.2,188.6,0.064,0.104,0.114,0,0,0,2,F027,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.72363,30.11501,0
M05404,104.9,127.3,98.6,0.013,0.119,0.099,0,0,0,2,F354,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83262,30.19075,0
M05405,154.6,155.9,152.0,0.132,0.261,0.02,0,0,0,1,F345,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94488,30.25438,0
M05406,73.7,80.5,74.3,0.035,0.283,0.232,0,0,0,4,F392,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.84204,30.29948,0
M05407,84.8,81.9,72.2,0.0,0.017,0.11,0,0,0,1,F329,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.9517,30.30133,0
M05408,109.0,85.0,102.7,0.119,0.048,0.179,0,0,0,2,F088,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94811,30.25772,0
M05409,147.9,116.8,140.6,0.128,0.274,0.194,0,0,0,7,F459,Politsi,SS-PLT-02,Politsi Substation 2,-23.83476,30.02609,0
M05410,168.4,164.7,158.8,0.145,0.16,0.171,0,0,0,6,F063,Politsi,SS-PLT-01,Politsi Substation 1,-23.80423,30.07237,0
M05411,169.6,172.7,175.5,0.081,0.183,0.135,0,1,0,2,F256,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.9478,29.94458,0
M05412,42.3,62.6,32.5,0.476,0.521,0.116,0,6,1,3,F495,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.88998,30.23777,1
M05413,87.4,94.9,79.3,0.069,0.184,0.105,0,0,0,3,F333,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-23.9986,29.92374,0
M05414,91.5,84.3,98.0,0.087,0.102,0.106,0,0,0,0,F351,Politsi,SS-PLT-02,Politsi Substation 2,-23.81982,30.03813,0
M05415,101.6,100.4,101.5,0.147,0.083,0.108,0,0,0,5,F422,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.83453,30.16024,0
M05416,278.8,283.6,274.4,0.088,0.231,0.031,0,2,0,0,F017,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95603,30.29993,0
M05417,118.8,119.1,111.8,0.082,0.057,0.157,0,0,0,2,F449,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.84196,30.30002,0
M05418,98.6,104.1,94.1,0.121,0.249,0.02,0,0,0,2,F361,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94507,29.96461,0
M05419,135.5,143.7,135.2,0.148,0.255,0.068,0,0,0,0,F102,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95539,30.36828,0
M05420,234.2,253.5,232.6,0.016,0.157,0.125,0,0,0,0,F335,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.98248,29.93516,0
M05421,243.7,274.0,237.5,0.132,0.202,0.02,0,0,0,1,F460,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.95611,29.95998,0
M05422,60.9,78.8,48.1,0.286,0.523,0.269,0,4,1,5,F295,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.91614,30.26813,1
M05423,103.3,87.2,98.4,0.004,0.358,0.042,0,0,0,0,F160,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72583,30.11276,0
M05424,106.9,154.7,96.3,0.551,0.397,0.097,2,1,0,0,F267,Politsi,SS-PLT-02,Politsi Substation 2,-23.84062,30.0244,1
M05425,52.5,88.1,55.0,0.191,0.525,0.15,0,4,2,1,F387,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.77636,30.36772,1
M05426,119.8,116.1,120.6,0.056,0.309,0.185,0,0,0,3,F446,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.9565,30.30416,0
M05427,86.8,93.5,91.6,0.04,0.262,0.133,0,1,0,1,F331,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95085,30.3686,1
M05428,27.6,31.6,37.3,0.086,0.053,0.118,0,2,0,2,F211,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.99096,30.45178,0
M05429,112.4,108.3,106.1,0.007,0.243,0.113,0,0,0,3,F018,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71422,30.37499,0
M05430,120.7,135.0,137.5,0.0,0.277,0.159,0,1,0,3,F368,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.87072,30.37783,0
M05431,105.1,115.9,99.4,0.204,0.358,0.029,0,0,0,0,F409,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94302,29.95617,0
M05432,123.2,110.7,122.9,0.026,0.18,0.094,0,1,0,0,F033,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93926,30.26553,0
M05433,122.8,111.8,127.2,0.0,0.109,0.031,1,0,0,0,F070,Politsi,SS-PLT-02,Politsi Substation 2,-23.83035,30.02133,0
M05434,75.8,70.5,75.6,0.035,0.279,0.139,0,1,0,3,F424,Politsi,SS-PLT-03,Politsi Substation 3,-23.8196,30.07384,0
M05435,61.6,62.1,60.6,0.0,0.138,0.026,0,0,0,0,F292,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.94428,30.36771,0
M05436,170.2,162.1,171.2,0.123,0.127,0.294,0,0,0,7,F427,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93005,30.25848,0
M05437,86.3,92.9,77.0,0.109,0.462,0.087,0,1,0,1,F491,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71674,30.1251,0
M05438,247.5,228.7,234.1,0.077,0.127,0.02,0,0,0,0,F455,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.98339,29.94103,0
M05439,144.4,161.4,145.9,0.079,0.19,0.135,0,0,0,1,F229,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86265,30.38128,0
M05440,134.2,112.2,133.5,0.115,0.051,0.05,0,0,0,2,F006,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77777,30.12158,0
M05441,76.9,79.4,77.3,0.403,0.767,0.221,2,7,1,2,F031,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95545,30.30142,1
M05442,202.7,202.0,200.9,0.0,0.158,0.09,0,0,0,1,F271,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.98233,29.94059,0
M05443,79.2,68.9,80.4,0.093,0.193,0.062,0,1,0,1,F054,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90024,30.23616,0
M05444,240.2,229.3,248.0,0.011,0.232,0.188,0,1,0,6,F094,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95409,30.29758,0
M05445,145.8,144.7,157.0,0.137,0.362,0.085,0,0,0,2,F255,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.70913,30.11974,0
M05446,133.6,156.4,141.2,0.041,0.095,0.02,0,0,0,0,F338,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82561,30.1668,0
M05447,400.0,401.6,400.0,0.099,0.088,0.115,0,1,0,1,F101,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86961,30.38345,0
M05448,89.8,99.5,94.0,0.112,0.323,0.045,0,0,0,0,F091,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.90578,30.26726,0
M05449,140.0,140.9,128.9,0.056,0.176,0.071,0,0,0,1,F480,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78189,30.37259,0
M05450,90.7,79.8,88.4,0.052,0.212,0.094,0,1,0,0,F430,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96855,30.25177,0
M05451,52.9,45.3,58.1,0.0,0.35,0.087,0,0,0,5,F310,Politsi,SS-PLT-03,Politsi Substation 3,-23.83184,30.07788,0
M05452,103.1,89.5,95.9,0.092,0.197,0.042,0,0,0,2,F218,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96776,30.35204,0
M05453,161.5,182.5,150.9,0.019,0.302,0.308,0,0,0,12,F125,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84092,30.35785,0
M05454,226.1,220.8,224.7,0.0,0.41,0.029,0,0,0,0,F156,Politsi,SS-PLT-01,Politsi Substation 1,-23.7938,30.08111,0
M05455,116.3,121.3,124.9,0.0,0.097,0.052,0,0,0,0,F225,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71287,30.37153,0
M05456,92.2,81.6,94.6,0.125,0.183,0.144,0,0,0,2,F313,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84879,30.34466,0
M05457,113.5,158.5,106.4,0.203,0.415,0.191,2,2,0,2,F229,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86399,30.37537,1
M05458,124.3,110.1,126.0,0.036,0.209,0.044,0,1,0,0,F448,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78488,30.36151,0
M05459,135.4,130.9,137.6,0.0,0.153,0.053,0,0,0,0,F497,Politsi,SS-PLT-01,Politsi Substation 1,-23.80113,30.06724,0
M05460,239.9,244.1,233.6,0.077,0.356,0.114,0,2,0,0,F322,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.7182,30.12723,0
M05461,57.9,44.2,51.4,0.069,0.289,0.172,0,1,0,4,F133,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.9586,30.26873,0
M05462,35.4,33.9,21.1,0.024,0.106,0.062,0,0,0,1,F143,Politsi,SS-PLT-02,Politsi Substation 2,-23.83385,30.02991,0
M05463,104.7,113.2,102.4,0.0,0.283,0.066,0,0,0,0,F101,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86243,30.37789,0
M05464,68.7,68.9,63.1,0.018,0.265,0.205,0,0,0,3,F267,Politsi,SS-PLT-02,Politsi Substation 2,-23.82521,30.02991,0
M05465,106.4,117.2,112.8,0.101,0.086,0.031,0,0,0,0,F346,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93694,30.25895,0
M05466,111.3,82.1,93.0,0.109,0.226,0.113,0,0,0,3,F390,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71302,30.1167,0
M05467,141.8,145.4,142.0,0.169,0.147,0.133,0,0,0,1,F337,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.85142,30.36229,0
M05468,69.4,63.5,73.9,0.086,0.225,0.194,0,1,1,3,F182,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98622,30.45524,0
M05469,75.7,76.3,73.8,0.083,0.249,0.071,0,0,0,4,F474,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.72827,30.37433,0
M05470,72.7,104.6,76.2,0.327,0.359,0.085,1,5,0,3,F474,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71496,30.36775,1
M05471,67.7,65.7,67.7,0.036,0.363,0.186,0,0,0,3,F009,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72625,30.12196,0
M05472,126.3,120.8,126.5,0.28,0.557,0.15,0,3,0,2,F070,Politsi,SS-PLT-02,Politsi Substation 2,-23.82965,30.0239,1
M05473,157.7,160.1,160.8,0.086,0.17,0.062,0,1,0,1,F141,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79879,30.30801,0
M05474,96.6,95.7,96.6,0.078,0.316,0.02,0,1,0,1,F101,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86855,30.38268,0
M05475,125.1,139.8,123.1,0.079,0.065,0.059,0,0,0,4,F122,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71811,30.12914,1
M05476,134.8,102.3,139.4,0.09,0.34,0.036,0,1,0,0,F176,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.78797,30.30275,0
M05477,109.8,113.6,114.7,0.108,0.311,0.218,0,0,0,6,F364,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00478,29.92753,0
M05478,214.7,212.6,215.6,0.182,0.304,0.09,0,0,0,2,F020,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00631,29.93249,0
M05479,132.2,130.8,122.7,0.096,0.297,0.15,0,0,0,6,F117,Politsi,SS-PLT-01,Politsi Substation 1,-23.80142,30.07166,0
M05480,107.2,112.2,100.1,0.158,0.186,0.118,0,0,0,5,F368,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86209,30.37613,0
M05481,400.0,342.2,400.0,0.041,0.172,0.085,0,0,0,1,F100,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00616,29.93159,0
M05482,150.2,178.3,140.8,0.0,0.308,0.064,0,0,0,2,F410,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.8694,30.38472,0
M05483,79.7,92.1,66.4,0.1,0.22,0.112,0,0,0,3,F025,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.01219,29.92747,0
M05484,72.1,73.5,71.7,0.105,0.328,0.023,0,0,0,1,F058,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.95844,30.27005,0
M05485,139.7,124.5,150.6,0.102,0.392,0.108,0,0,0,1,F004,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92676,30.26021,0
M05486,72.3,70.1,55.3,0.097,0.247,0.189,0,0,0,4,F457,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.97153,30.2685,0
M05487,142.7,133.1,148.3,0.056,0.067,0.079,0,0,0,0,F069,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72856,30.12512,0
M05488,91.9,90.2,94.0,0.0,0.244,0.07,0,0,0,2,F191,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.82924,30.19631,0
M05489,158.8,150.3,165.8,0.103,0.065,0.07,0,0,0,0,F432,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.9881,30.46378,0
M05490,139.1,140.6,144.6,0.148,0.151,0.171,0,0,0,2,F482,Politsi,SS-PLT-02,Politsi Substation 2,-23.83806,30.0343,0
M05491,70.3,63.8,61.7,0.062,0.291,0.042,0,0,0,0,F074,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.89858,30.24016,0
M05492,92.2,96.1,93.9,0.063,0.125,0.07,0,0,0,3,F126,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.94636,30.34348,0
M05493,202.1,178.4,204.0,0.042,0.247,0.12,0,1,0,2,F350,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.871,30.38184,0
M05494,154.2,113.6,152.2,0.0,0.084,0.111,0,0,0,0,F087,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.94791,30.29792,0
M05495,52.5,49.2,49.3,0.0,0.176,0.113,0,0,0,1,F131,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.81855,30.16204,0
M05496,108.4,126.4,102.3,0.056,0.27,0.105,0,1,0,7,F354,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83306,30.19834,0
M05497,270.4,254.3,274.2,0.018,0.388,0.134,0,1,0,3,F216,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.95591,30.35404,0
M05498,104.4,142.1,99.3,0.255,0.568,0.052,0,6,0,1,F025,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.01116,29.93449,1
M05499,221.1,200.9,229.7,0.088,0.141,0.053,0,0,0,0,F212,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00648,29.92976,0
M05500,61.5,67.3,66.2,0.0,0.269,0.187,0,0,0,4,F176,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79989,30.3027,0
M05501,187.9,187.6,197.9,0.044,0.153,0.165,0,0,0,1,F266,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97252,29.93459,0
M05502,132.0,135.8,127.1,0.173,0.26,0.02,0,0,0,1,F082,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.71706,30.11806,0
M05503,139.2,134.7,143.9,0.0,0.224,0.064,0,1,0,3,F497,Politsi,SS-PLT-01,Politsi Substation 1,-23.78516,30.07385,0
M05504,89.7,94.0,76.9,0.018,0.063,0.15,0,0,0,3,F463,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80292,30.20289,0
M05505,42.2,46.0,41.3,0.111,0.04,0.094,0,0,0,1,F021,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.70976,30.11057,0
M05506,104.8,153.8,127.7,0.245,0.585,0.099,2,6,2,2,F156,Politsi,SS-PLT-01,Politsi Substation 1,-23.79116,30.06814,1
M05507,76.7,65.2,87.8,0.054,0.289,0.085,0,0,0,0,F272,Politsi,SS-PLT-01,Politsi Substation 1,-23.80005,30.07079,0
M05508,82.3,75.6,69.9,0.089,0.17,0.07,0,0,0,0,F330,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.76644,30.12433,0
M05509,72.3,76.8,67.9,0.056,0.329,0.182,0,0,0,3,F355,Politsi,SS-PLT-01,Politsi Substation 1,-23.78778,30.07032,0
M05510,133.2,139.4,139.9,0.061,0.308,0.077,0,0,0,3,F090,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.80146,30.30421,0
M05511,182.7,204.5,180.9,0.127,0.122,0.074,0,0,0,1,F390,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71255,30.11965,0
M05512,78.3,80.4,63.3,0.042,0.248,0.047,0,0,0,0,F257,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92013,30.2669,0
M05513,119.5,93.4,118.3,0.225,0.334,0.042,0,1,0,1,F324,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.93817,30.36248,0
M05514,79.9,128.7,78.7,0.235,0.338,0.119,1,7,0,5,F061,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.95647,30.2659,1
M05515,124.3,140.2,132.3,0.194,0.157,0.237,0,0,0,0,F101,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86687,30.3743,0
M05516,230.5,224.7,239.4,0.137,0.152,0.02,0,1,0,1,F085,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96485,30.35405,0
M05517,121.2,126.8,123.1,0.181,0.232,0.141,0,0,0,2,F354,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83509,30.19072,0
M05518,57.6,82.7,50.7,0.133,0.259,0.02,0,1,0,1,F018,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71855,30.37094,0
M05519,161.6,147.3,153.0,0.106,0.209,0.193,1,0,0,3,F385,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94395,30.25324,1
M05520,116.6,106.7,121.6,0.02,0.121,0.106,0,0,0,4,F246,Politsi,SS-PLT-03,Politsi Substation 3,-23.83028,30.07835,0
M05521,105.8,111.3,111.6,0.11,0.211,0.13,0,0,0,1,F341,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.93365,30.26344,0
M05522,102.3,76.2,98.0,0.076,0.094,0.043,0,1,0,1,F325,Politsi,SS-PLT-03,Politsi Substation 3,-23.8373,30.07815,1
