feeder_id,cnc,substation_id,substation_name,substation_lat,substation_lon,feeder_age_years,vegetation_encroachment_score,protection_equipment_age,peak_load_pct,load_growth_rate,historical_outage_count_1yr,outage_within_7_days
F412,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,30.4,0.048,3.8,0.927,0.009,2,0
F413,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96088,30.2696,7.5,0.177,11.7,0.864,0.008,1,0
F414,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93689,30.26358,40.0,0.641,19.5,0.441,0.029,2,0
F415,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,9.2,0.146,1.8,0.585,0.061,1,0
F416,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,31.5,0.22,12.1,0.262,0.036,0,0
F417,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,13.6,0.168,12.1,0.32,0.021,0,0
F418,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86441,30.37934,10.6,0.465,14.0,0.685,0.052,1,0
F419,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,34.8,0.461,12.7,0.409,0.0,2,1
F420,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,-24.00606,29.92924,14.5,0.076,17.7,0.218,0.079,0,0
F421,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,23.8,0.394,8.8,0.971,0.035,1,0
F422,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82569,30.16595,9.3,0.302,6.4,0.157,0.031,2,0
F423,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72032,30.12139,16.1,0.044,6.1,0.553,0.041,2,0
F424,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,18.9,0.147,10.0,0.897,0.036,2,0
F425,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,1.9,0.515,11.7,0.81,0.036,3,0
F426,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,33.4,0.231,15.3,0.835,0.054,0,1
F427,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93689,30.26358,6.5,0.224,14.3,0.753,0.094,0,0
F428,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,13.8,0.473,8.4,0.435,0.095,1,1
F429,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82569,30.16595,14.7,0.137,9.8,0.691,0.017,2,0
F430,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96088,30.2696,28.3,0.382,4.6,0.722,0.018,1,0
F431,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,16.4,0.437,5.2,0.512,0.019,0,0
F432,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,8.8,0.256,11.1,0.481,0.055,2,1
F433,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83198,30.19103,8.5,0.207,5.7,0.942,0.083,0,0
F434,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,31.4,0.22,1.7,0.81,0.063,2,1
F435,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94244,30.25043,13.0,0.128,13.3,0.451,0.05,0,0
F436,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92055,30.26731,29.2,0.283,13.0,0.602,0.054,0,0
F437,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92055,30.26731,23.3,0.347,7.7,0.403,0.03,1,0
F438,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,9.7,0.197,4.3,0.484,0.057,1,0
F439,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86441,30.37934,4.6,0.127,13.8,0.493,0.032,1,0
F440,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,37.4,0.146,19.9,0.474,0.07,2,0
F441,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,20.6,0.423,1.8,0.467,0.013,3,0
F442,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,8.7,0.355,9.0,0.264,0.0,1,1
F443,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95219,30.30323,14.3,0.297,0.6,0.325,0.056,1,0
F444,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,40.0,0.322,10.5,0.572,0.057,1,0
F445,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,14.6,0.151,2.7,0.381,0.067,0,0
F446,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95219,30.30323,14.5,0.516,7.5,0.754,0.04,2,1
F447,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,23.1,0.062,19.7,0.246,0.011,1,0
F448,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,21.0,0.158,6.3,0.532,0.091,1,0
F449,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83892,30.30076,4.2,0.122,11.2,0.37,0.032,1,0
F450,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77781,30.12869,18.4,0.115,1.8,0.637,0.028,2,0
F451,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,34.2,0.059,4.7,0.858,0.036,2,0
F452,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,3.3,0.176,5.5,0.927,0.052,1,0
F453,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93689,30.26358,35.1,0.229,13.7,0.733,0.025,0,0
F454,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,21.8,0.038,21.8,0.142,0.055,1,0
F455,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,37.6,0.476,5.4,0.573,0.023,1,0
F456,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,14.8,0.312,1.0,0.768,0.053,1,0
F457,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96088,30.2696,17.3,0.092,2.5,0.447,0.019,1,0
F458,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92055,30.26731,6.1,0.176,6.2,0.515,0.055,1,0
F459,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,12.1,0.274,12.6,0.324,0.037,1,0
F460,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,15.3,0.066,10.4,0.607,0.043,1,0
F461,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72032,30.12139,27.3,0.225,13.4,0.414,0.009,3,0
F462,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,13.8,0.419,20.9,0.652,0.047,0,0
F463,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80663,30.19427,19.7,0.078,16.0,0.555,0.021,2,0
F464,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,21.7,0.432,3.8,0.248,0.04,0,0
F465,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,25.5,0.357,3.3,0.754,0.079,1,1
F466,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95219,30.30323,17.7,0.407,10.5,0.718,0.064,0,0
F467,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82569,30.16595,3.3,0.345,6.0,0.851,0.052,1,0
F468,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,17.1,0.296,8.2,0.8,0.041,1,0
F469,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80663,30.19427,7.2,0.123,18.8,0.898,0.052,1,0
F470,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,32.1,0.243,6.1,0.724,0.077,1,1
F471,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83892,30.30076,23.8,0.241,0.5,0.671,0.0,1,0
F472,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96088,30.2696,21.8,0.385,13.9,0.288,0.085,0,0
F473,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84573,30.35349,33.7,0.229,10.5,0.671,0.043,1,0
F474,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71922,30.37233,31.3,0.326,7.8,0.795,0.068,1,1
F475,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95219,30.30323,12.2,0.218,20.9,0.485,0.039,0,0
F476,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80663,30.19427,20.5,0.555,3.6,0.689,0.027,2,1
F477,Politsi,SS-PLT-03,Politsi Substation 3,-23.82921,30.07073,13.6,0.554,15.4,0.688,0.012,0,1
F478,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93689,30.26358,10.9,0.126,10.1,0.311,0.037,2,0
F479,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,19.2,0.416,10.8,0.556,0.0,0,0
F480,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78086,30.36922,14.8,0.056,12.3,0.263,0.033,3,0
F481,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,31.9,0.363,9.6,0.285,0.039,4,0
F482,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,9.8,0.207,7.0,0.888,0.053,1,0
F483,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80663,30.19427,24.7,0.16,3.6,0.487,0.041,2,0
F484,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95046,30.37025,10.5,0.399,28.9,0.632,0.111,0,1
F485,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,11.3,0.324,6.5,0.198,0.043,0,0
F486,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94668,29.95869,12.4,0.072,14.9,0.823,0.056,2,1
F487,Politsi,SS-PLT-02,Politsi Substation 2,-23.83479,30.02693,15.7,0.168,15.1,0.773,0.059,1,0
F488,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82569,30.16595,6.6,0.331,1.5,0.552,0.044,0,0
F489,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92055,30.26731,10.3,0.096,13.4,0.884,0.055,2,0
F490,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97976,29.93209,17.3,0.175,1.3,0.254,0.038,1,0
F491,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,16.8,0.035,2.1,0.876,0.025,0,0
F492,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86441,30.37934,23.7,0.242,14.7,0.44,0.018,3,0
F493,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98757,30.44925,11.7,0.497,20.9,0.826,0.009,1,0
F494,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71307,30.12111,17.3,0.434,3.2,0.879,0.025,1,0
F495,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90369,30.24278,25.6,0.311,7.1,0.449,0.037,4,0
F496,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96267,30.35354,24.9,0.401,4.9,0.128,0.034,0,0
F497,Politsi,SS-PLT-01,Politsi Substation 1,-23.79598,30.06514,6.3,0.389,4.0,0.363,0.071,2,0
F498,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72032,30.12139,16.1,0.313,3.7,0.391,0.059,1,0
F499,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.95046,30.37025,32.4,0.031,4.8,0.791,0.04,1,0
F500,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72032,30.12139,40.0,0.061,19.0,0.535,0.066,0,1
