meter_id,anomaly_score,investigation_flag,theft_risk_pct,priority_tier,priority_tier_order,recommended_action,expected_kwh,actual_kwh,consumption_deviation_pct,feeder_id,cnc,substation_id,substation_name,confirmed_incidents_nearby_12mo,estimated_monthly_loss_rand,top_reasons
M02980,11.5,0,16.6,low,1,No action required,197.3,164.6,16.573745565129254,F362,Tzaneen,SS-TZN-02,Tzaneen Substation 2,1,85.0,"low zero_consumption_days_90d, low night_usage_ratio, low pct_drop_recent"
M04763,20.6,0,16.6,low,1,No action required,137.9,167.3,-21.319796954314725,F205,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,2,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M02618,11.4,0,16.6,low,1,No action required,176.3,180.5,-2.382302892796363,F495,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M04412,7.4,0,16.6,low,1,No action required,111.3,115.1,-3.4141958670260535,F391,Politsi,SS-PLT-01,Politsi Substation 1,0,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M03312,14.8,0,16.6,low,1,No action required,166.3,188.2,-13.168971737823195,F286,Lenyenye,SS-LNY-02,Lenyenye Substation 2,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M05814,13.1,0,16.6,low,1,No action required,207.7,194.8,6.210881078478564,F477,Politsi,SS-PLT-03,Politsi Substation 3,0,34.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M01038,20.7,0,16.6,low,1,No action required,222.3,237.7,-6.927575348627969,F387,Xihoko,SS-XHK-01,Xihoko Substation 1,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M03716,11.1,0,16.6,low,1,No action required,172.6,177.3,-2.72305909617614,F495,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,1,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M02976,12.3,0,16.6,low,1,No action required,132.6,139.4,-5.128205128205137,F110,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,1,0.0,"low feed_vs_declared_ratio, low night_usage_ratio, low pct_drop_recent"
M04765,14.0,0,16.6,low,1,No action required,81.1,76.2,6.041923551171383,F395,Politsi,SS-PLT-03,Politsi Substation 3,4,13.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M00994,15.0,0,16.6,low,1,No action required,204.1,198.1,2.939735423811857,F398,Politsi,SS-PLT-03,Politsi Substation 3,2,16.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M03177,9.3,0,16.6,low,1,No action required,67.5,80.7,-19.55555555555556,F264,Lenyenye,SS-LNY-03,Lenyenye Substation 3,4,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M01814,25.2,0,16.6,low,1,No action required,35.1,42.0,-19.658119658119652,F012,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,1,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M07699,11.7,0,16.6,low,1,No action required,207.3,183.2,11.625663289918004,F266,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,1,63.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M09154,7.4,0,16.6,low,1,No action required,91.4,96.1,-5.142231947483576,F402,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,3,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M08615,22.7,0,16.6,low,1,No action required,54.4,46.8,13.970588235294121,F476,Tzaneen,SS-TZN-02,Tzaneen Substation 2,1,20.0,"low night_usage_ratio, low feed_vs_declared_ratio, low pct_drop_recent"
M07246,10.1,0,16.6,low,1,No action required,166.7,154.0,7.618476304739046,F073,Politsi,SS-PLT-02,Politsi Substation 2,3,33.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M03950,6.8,0,16.6,low,1,No action required,98.5,125.5,-27.411167512690355,F197,Bolobedu,SS-BLB-02,Bolobedu Substation 2,1,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M00055,5.7,0,16.6,low,1,No action required,91.6,88.8,3.056768558951962,F432,Bolobedu,SS-BLB-03,Bolobedu Substation 3,3,7.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M03268,10.4,0,16.6,low,1,No action required,110.4,119.0,-7.789855072463762,F162,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,4,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M03290,8.7,0,16.6,low,1,No action required,111.7,102.0,8.683974932855866,F289,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,0,25.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M01655,20.1,0,16.6,low,1,No action required,64.2,61.7,3.894080996884735,F248,Politsi,SS-PLT-02,Politsi Substation 2,0,6.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M00231,23.2,0,16.6,low,1,No action required,202.0,243.5,-20.544554455445542,F143,Politsi,SS-PLT-02,Politsi Substation 2,3,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M03947,11.9,0,16.6,low,1,No action required,118.6,105.5,11.045531197301852,F355,Politsi,SS-PLT-01,Politsi Substation 1,1,34.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M04990,18.5,0,16.6,low,1,No action required,55.0,54.6,0.7272727272727246,F053,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,7,1.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M07795,13.1,0,16.6,low,1,No action required,88.3,93.8,-6.2287655719139305,F084,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,2,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M03377,13.8,0,16.6,low,1,No action required,71.4,79.9,-11.904761904761903,F310,Politsi,SS-PLT-03,Politsi Substation 3,3,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M02221,12.5,0,16.6,low,1,No action required,199.3,197.1,1.103863522328157,F385,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,1,6.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M09300,10.6,0,16.6,low,1,No action required,91.0,87.0,4.395604395604396,F185,Xihoko,SS-XHK-02,Xihoko Substation 2,7,10.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M01278,11.0,0,16.6,low,1,No action required,143.4,141.2,1.5341701534170271,F417,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,1,6.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M06166,11.9,0,16.6,low,1,No action required,173.0,160.2,7.398843930635844,F252,Tzaneen,SS-TZN-01,Tzaneen Substation 1,6,33.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M06988,10.8,0,16.6,low,1,No action required,195.6,172.0,12.065439672801634,F409,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,1,61.0,"low zero_consumption_days_90d, low night_usage_ratio, low feed_vs_declared_ratio"
M01124,13.7,0,16.6,low,1,No action required,84.6,75.6,10.638297872340425,F275,Tzaneen,SS-TZN-03,Tzaneen Substation 3,2,23.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, high pct_drop_recent"
M03129,11.3,0,16.6,low,1,No action required,103.0,85.0,17.475728155339805,F058,Lenyenye,SS-LNY-01,Lenyenye Substation 1,0,47.0,"low zero_consumption_days_90d, low pct_drop_recent, low feed_vs_declared_ratio"
M09574,7.7,0,16.6,low,1,No action required,107.0,124.5,-16.355140186915886,F463,Tzaneen,SS-TZN-02,Tzaneen Substation 2,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M09279,12.0,0,16.6,low,1,No action required,166.7,142.9,14.277144571085772,F490,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,1,62.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M09556,17.3,0,16.6,low,1,No action required,178.6,185.3,-3.7513997760358437,F366,Bolobedu,SS-BLB-01,Bolobedu Substation 1,4,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M06863,21.8,0,16.6,low,1,No action required,45.2,71.8,-58.849557522123874,F140,Bolobedu,SS-BLB-03,Bolobedu Substation 3,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M06887,18.6,0,16.6,low,1,No action required,162.4,185.4,-14.16256157635468,F307,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,4,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M03998,11.7,0,16.6,low,1,No action required,78.7,67.0,14.866581956797969,F160,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,2,30.0,"low zero_consumption_days_90d, low night_usage_ratio, low feed_vs_declared_ratio"
M07293,4.6,0,16.6,low,1,No action required,103.5,120.5,-16.425120772946862,F489,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M03522,15.9,0,16.6,low,1,No action required,218.1,206.9,5.135259055479133,F208,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,2,29.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M01473,12.0,0,16.6,low,1,No action required,75.6,83.5,-10.449735449735458,F426,Politsi,SS-PLT-02,Politsi Substation 2,4,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M03050,16.7,0,16.6,low,1,No action required,192.0,182.7,4.843750000000005,F174,Lenyenye,SS-LNY-03,Lenyenye Substation 3,1,24.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M08645,19.7,0,16.6,low,1,No action required,212.0,232.6,-9.71698113207547,F157,Bolobedu,SS-BLB-01,Bolobedu Substation 1,4,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M08312,20.5,0,16.6,low,1,No action required,60.9,51.6,15.270935960591128,F238,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,0,24.0,"low night_usage_ratio, low pct_drop_recent, low feed_vs_declared_ratio"
M08740,25.0,0,16.6,low,1,No action required,30.2,32.7,-8.27814569536425,F340,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,1,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M08221,9.7,0,16.6,low,1,No action required,190.1,166.4,12.467122567069957,F479,Politsi,SS-PLT-02,Politsi Substation 2,2,62.0,"low zero_consumption_days_90d, low night_usage_ratio, low feed_vs_declared_ratio"
M02853,27.4,0,16.6,low,1,No action required,43.0,38.5,10.465116279069768,F017,Lenyenye,SS-LNY-03,Lenyenye Substation 3,3,12.0,"low feed_vs_declared_ratio, low night_usage_ratio, low pct_drop_recent"
M07107,11.8,0,16.6,low,1,No action required,83.9,93.0,-10.846245530393318,F293,Politsi,SS-PLT-03,Politsi Substation 3,3,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M04258,11.8,0,16.6,low,1,No action required,135.1,140.1,-3.7009622501850483,F437,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M06287,19.7,0,16.6,low,1,No action required,43.7,54.5,-24.713958810068643,F039,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,3,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M03660,18.5,0,16.6,low,1,No action required,128.0,119.4,6.718749999999996,F454,Xihoko,SS-XHK-01,Xihoko Substation 1,0,22.0,"low feed_vs_declared_ratio, low night_usage_ratio, low pct_drop_recent"
M04634,12.6,0,16.6,low,1,No action required,92.6,82.5,10.90712742980561,F082,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,2,26.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M07121,17.1,0,16.6,low,1,No action required,196.3,220.6,-12.379011716760052,F277,Xihoko,SS-XHK-02,Xihoko Substation 2,2,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M02586,17.8,0,16.6,low,1,No action required,215.7,209.3,2.9670839128418995,F498,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,3,17.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M07268,15.4,0,16.6,low,1,No action required,164.5,143.1,13.009118541033438,F034,Tzaneen,SS-TZN-03,Tzaneen Substation 3,3,56.0,"low zero_consumption_days_90d, low night_usage_ratio, low pct_drop_recent"
M00806,12.1,0,16.6,low,1,No action required,197.8,192.4,2.730030333670377,F414,Lenyenye,SS-LNY-02,Lenyenye Substation 2,2,14.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M00431,8.9,0,16.6,low,1,No action required,109.1,133.4,-22.273143904674622,F126,Bolobedu,SS-BLB-01,Bolobedu Substation 1,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M07409,10.4,0,16.6,low,1,No action required,159.8,142.4,10.88861076345432,F267,Politsi,SS-PLT-02,Politsi Substation 2,4,45.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M04929,10.0,0,16.6,low,1,No action required,106.6,96.1,9.849906191369605,F153,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,7,27.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M04519,10.5,0,16.6,low,1,No action required,171.4,157.1,8.343057176196039,F449,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,6,37.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M08123,17.4,0,16.6,low,1,No action required,192.3,187.3,2.6001040041601664,F267,Politsi,SS-PLT-02,Politsi Substation 2,3,13.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M03787,14.8,0,16.6,low,1,No action required,182.4,161.9,11.239035087719298,F089,Lenyenye,SS-LNY-01,Lenyenye Substation 1,2,53.0,"low zero_consumption_days_90d, low night_usage_ratio, low feed_vs_declared_ratio"
M00543,10.9,0,16.6,low,1,No action required,125.6,109.8,12.579617834394902,F469,Tzaneen,SS-TZN-02,Tzaneen Substation 2,0,41.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M00872,16.7,0,16.6,low,1,No action required,206.7,217.8,-5.370101596516702,F125,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,1,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M08042,5.9,0,16.6,low,1,No action required,106.6,125.2,-17.448405253283312,F355,Politsi,SS-PLT-01,Politsi Substation 1,1,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M07864,5.7,0,16.6,low,1,No action required,86.1,98.9,-14.866434378629515,F190,Xihoko,SS-XHK-02,Xihoko Substation 2,2,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M09961,10.0,0,16.6,low,1,No action required,186.1,162.0,12.950026867275655,F415,Bolobedu,SS-BLB-03,Bolobedu Substation 3,2,63.0,"low zero_consumption_days_90d, low night_usage_ratio, low feed_vs_declared_ratio"
M00018,8.6,0,16.5,low,1,No action required,125.7,136.9,-8.91010342084328,F210,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,2,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M02440,7.0,0,16.5,low,1,No action required,87.3,104.3,-19.473081328751434,F454,Xihoko,SS-XHK-01,Xihoko Substation 1,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M02525,9.4,0,16.5,low,1,No action required,96.3,87.0,9.65732087227414,F291,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,2,24.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M07878,13.7,0,16.5,low,1,No action required,157.3,181.3,-15.257469802924348,F392,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,1,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M09062,10.8,0,16.5,low,1,No action required,85.0,77.2,9.17647058823529,F054,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,4,20.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M02514,11.9,0,16.5,low,1,No action required,99.0,101.7,-2.72727272727273,F032,Tzaneen,SS-TZN-02,Tzaneen Substation 2,2,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M01791,12.3,0,16.5,low,1,No action required,159.1,153.7,3.3940917661847934,F423,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,5,14.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M08746,6.9,0,16.5,low,1,No action required,168.5,158.9,5.697329376854595,F211,Bolobedu,SS-BLB-03,Bolobedu Substation 3,0,25.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M06517,6.0,0,16.5,low,1,No action required,75.2,89.2,-18.617021276595743,F298,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M04452,18.7,0,16.5,low,1,No action required,193.5,221.6,-14.521963824289402,F148,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,1,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M04439,7.7,0,16.5,low,1,No action required,118.1,100.6,14.817950889077053,F006,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,5,46.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M09452,8.0,0,16.5,low,1,No action required,96.6,120.6,-24.84472049689441,F031,Lenyenye,SS-LNY-03,Lenyenye Substation 3,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M09444,6.0,0,16.5,low,1,No action required,138.7,136.9,1.2977649603460584,F192,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,3,5.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M06180,17.5,0,16.5,low,1,No action required,52.5,63.2,-20.380952380952387,F092,Politsi,SS-PLT-02,Politsi Substation 2,4,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M07484,8.2,0,16.5,low,1,No action required,98.1,120.9,-23.241590214067294,F026,Xihoko,SS-XHK-01,Xihoko Substation 1,2,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M04032,12.2,0,16.5,low,1,No action required,160.5,157.8,1.6822429906541985,F195,Lenyenye,SS-LNY-01,Lenyenye Substation 1,1,7.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, high night_usage_ratio"
M03882,11.7,0,16.5,low,1,No action required,131.1,135.1,-3.0511060259344016,F290,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M09691,8.8,0,16.5,low,1,No action required,99.5,121.9,-22.512562814070357,F061,Lenyenye,SS-LNY-01,Lenyenye Substation 1,2,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M06089,14.5,0,16.5,low,1,No action required,131.7,114.6,12.98405466970387,F493,Bolobedu,SS-BLB-03,Bolobedu Substation 3,7,44.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M05722,9.0,0,16.5,low,1,No action required,176.9,180.4,-1.978518937252685,F463,Tzaneen,SS-TZN-02,Tzaneen Substation 2,3,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M02443,11.2,0,16.5,low,1,No action required,146.8,132.9,9.468664850136243,F275,Tzaneen,SS-TZN-03,Tzaneen Substation 3,4,36.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M07251,11.9,0,16.5,low,1,No action required,73.7,83.3,-13.025780189959285,F089,Lenyenye,SS-LNY-01,Lenyenye Substation 1,0,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M05351,13.4,0,16.5,low,1,No action required,183.9,184.6,-0.38064165307231573,F499,Bolobedu,SS-BLB-02,Bolobedu Substation 2,0,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M04749,17.1,0,16.5,low,1,No action required,191.8,185.7,3.180396246089688,F020,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,3,16.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M08906,14.5,0,16.5,low,1,No action required,186.3,174.3,6.44122383252818,F016,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,4,31.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M00617,17.5,0,16.5,low,1,No action required,215.6,225.0,-4.359925788497219,F055,Xihoko,SS-XHK-01,Xihoko Substation 1,2,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M00148,5.0,0,16.5,low,1,No action required,85.2,90.4,-6.1032863849765295,F441,Politsi,SS-PLT-03,Politsi Substation 3,1,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M02468,22.1,0,16.5,low,1,No action required,183.2,228.0,-24.454148471615728,F029,Lenyenye,SS-LNY-03,Lenyenye Substation 3,1,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M09947,6.9,0,16.5,low,1,No action required,84.1,91.6,-8.917954815695602,F317,Bolobedu,SS-BLB-02,Bolobedu Substation 2,3,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M09662,9.9,0,16.5,low,1,No action required,114.0,141.8,-24.385964912280713,F232,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,2,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M03588,15.4,0,16.5,low,1,No action required,141.8,147.1,-3.7376586741889866,F351,Politsi,SS-PLT-02,Politsi Substation 2,2,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M00451,13.7,0,16.5,low,1,No action required,215.9,204.9,5.094951366373321,F005,Xihoko,SS-XHK-01,Xihoko Substation 1,2,29.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M06849,13.4,0,16.5,low,1,No action required,70.1,55.9,20.2567760342368,F451,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,3,37.0,"low zero_consumption_days_90d, low pct_drop_recent, high feed_vs_declared_ratio"
M06316,8.6,0,16.5,low,1,No action required,184.6,165.9,10.130010834236181,F298,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,2,49.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M06421,12.5,0,16.5,low,1,No action required,156.6,195.6,-24.904214559386975,F206,Xihoko,SS-XHK-01,Xihoko Substation 1,2,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M05815,16.1,0,16.5,low,1,No action required,130.1,168.4,-29.438893159108385,F194,Tzaneen,SS-TZN-01,Tzaneen Substation 1,1,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M00367,6.9,0,16.5,low,1,No action required,96.8,111.8,-15.495867768595042,F498,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,2,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M06461,9.6,0,16.5,low,1,No action required,139.2,136.6,1.867816091954019,F123,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,3,7.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M04946,11.6,0,16.5,low,1,No action required,169.5,185.0,-9.144542772861357,F446,Lenyenye,SS-LNY-03,Lenyenye Substation 3,1,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M08082,7.6,0,16.5,low,1,No action required,122.4,115.1,5.964052287581708,F417,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,1,19.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
M06476,12.9,0,16.5,low,1,No action required,169.1,165.6,2.0697811945594324,F356,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,4,9.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M08382,7.2,0,16.5,low,1,No action required,145.6,131.9,9.409340659340652,F383,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,1,36.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M06987,19.7,0,16.5,low,1,No action required,179.5,220.6,-22.89693593314763,F031,Lenyenye,SS-LNY-03,Lenyenye Substation 3,4,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M01828,9.5,0,16.5,low,1,No action required,131.9,133.8,-1.4404852160727866,F057,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,2,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M01732,21.1,0,16.5,low,1,No action required,174.4,204.8,-17.43119266055046,F012,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,8,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M08483,11.4,0,16.5,low,1,No action required,163.9,169.2,-3.233679072605237,F151,Tzaneen,SS-TZN-02,Tzaneen Substation 2,5,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M01692,16.9,0,16.5,low,1,No action required,185.3,178.0,3.939557474365899,F379,Tzaneen,SS-TZN-03,Tzaneen Substation 3,2,19.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M08047,10.4,0,16.5,low,1,No action required,96.1,113.6,-18.210197710718003,F304,Bolobedu,SS-BLB-01,Bolobedu Substation 1,0,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low night_usage_ratio"
M06801,6.6,0,16.5,low,1,No action required,113.5,135.0,-18.94273127753304,F001,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,1,0.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low night_usage_ratio"
M05244,11.5,0,16.5,low,1,No action required,136.7,139.2,-1.82882223847842,F072,Tzaneen,SS-TZN-03,Tzaneen Substation 3,1,0.0,"low feed_vs_declared_ratio, low zero_consumption_days_90d, low pct_drop_recent"
M05865,17.4,0,16.5,low,1,No action required,61.2,55.5,9.313725490196083,F001,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,1,15.0,"low zero_consumption_days_90d, low feed_vs_declared_ratio, low pct_drop_recent"
