meter_id,declared_kwh,transformer_feed_estimate_kwh,historical_avg_kwh,pct_drop_recent,night_usage_ratio,area_theft_history_rate,is_theft,feed_vs_declared_ratio,anomaly_score,flagged,tier
M05842,26.6,53.7,34.0,0.196,0.594,0.202,1,2.018796992481203,0.06089609083973979,1,high
M05843,213.1,212.6,232.2,0.002,0.226,0.063,0,0.997653683716565,-0.06789316104453924,0,high
M05844,52.1,51.4,60.9,0.055,0.257,0.091,0,0.9865642994241842,-0.14121680819596633,0,medium
M05845,98.7,100.8,91.3,0.07,0.178,0.058,0,1.0212765957446808,-0.18020920921796385,0,low
M05846,166.9,155.5,163.7,0.07,0.191,0.111,0,0.9316956261234272,-0.1457980839585417,0,medium
M05847,152.3,149.1,153.5,0.093,0.363,0.094,0,0.9789888378200918,-0.16542958756285525,0,low
M05848,129.6,124.4,118.9,0.06,0.279,0.02,0,0.9598765432098766,-0.15062452905683837,0,medium
M05849,77.5,84.8,85.5,0.055,0.169,0.066,0,1.0941935483870968,-0.16756596338895557,0,low
M05850,103.3,100.5,122.4,0.08,0.149,0.061,0,0.9728944820909972,-0.15199453294833792,0,medium
M05851,62.6,64.1,64.0,0.046,0.204,0.064,0,1.023961661341853,-0.15818151993043106,0,low
M05852,89.8,80.4,94.7,0.081,0.389,0.279,0,0.8953229398663698,-0.06787480847409377,0,high
M05853,142.1,136.4,142.6,0.045,0.13,0.055,0,0.959887403237157,-0.14812012993624796,0,medium
M05854,242.0,240.1,236.9,0.027,0.19,0.079,0,0.9921487603305785,-0.07326224995129016,0,high
M05855,125.9,128.3,140.6,0.114,0.331,0.061,0,1.0190627482128674,-0.16488637220623842,0,low
M05856,115.1,119.6,131.7,0.086,0.24,0.228,0,1.0390964378801042,-0.13675877228683003,0,medium
M05857,65.9,65.5,62.8,0.01,0.208,0.119,0,0.9939301972685887,-0.1492184032117611,0,medium
M05858,39.1,57.9,36.2,0.459,0.622,0.11,1,1.4808184143222505,0.03343195649231279,1,high
M05859,119.9,120.5,116.8,0.067,0.281,0.114,0,1.0050041701417847,-0.18746175859412034,0,low
M05860,108.5,110.2,98.7,0.114,0.385,0.104,0,1.015668202764977,-0.16904710186681615,0,low
M05861,103.7,104.9,94.5,0.014,0.364,0.02,0,1.0115718418514947,-0.15438014341507744,0,medium
M05862,129.2,147.6,121.0,0.021,0.296,0.175,0,1.1424148606811146,-0.11740398657191053,0,high
M05863,42.7,40.7,38.4,0.057,0.339,0.02,0,0.9531615925058547,-0.08388575037565715,0,high
M05864,99.4,140.2,100.7,0.187,0.446,0.122,1,1.4104627766599596,-0.08117210147988752,0,high
M05865,58.9,64.4,56.3,0.09,0.288,0.084,0,1.0933786078098473,-0.15759119813227707,0,low
M05866,237.9,247.4,238.0,0.007,0.263,0.043,0,1.0399327448507776,-0.03904111627037188,0,high
M05867,106.2,101.6,110.6,0.051,0.383,0.04,0,0.9566854990583803,-0.16192062449461103,0,low
M05868,71.1,158.6,74.6,0.524,0.698,0.239,1,2.230661040787623,0.09512568515157693,1,high
M05869,109.1,115.9,112.5,0.02,0.351,0.094,0,1.0623281393217232,-0.16904392961675385,0,low
M05870,122.0,114.7,113.4,0.034,0.326,0.14,0,0.9401639344262296,-0.15506763508274146,0,medium
M05871,185.3,181.7,192.1,0.039,0.32,0.062,0,0.9805720453318941,-0.13398088070707248,0,medium
M05872,196.5,193.0,188.5,0.011,0.31,0.064,0,0.9821882951653944,-0.11533360316868885,0,high
M05873,165.4,164.5,163.4,0.079,0.193,0.129,0,0.9945586457073761,-0.15747307843978137,0,low
M05874,194.2,199.8,187.8,0.019,0.343,0.053,0,1.0288362512873328,-0.12345650814606624,0,medium
M05875,46.9,49.6,58.3,0.075,0.343,0.052,0,1.0575692963752665,-0.13632036832133726,0,medium
M05876,124.0,125.9,130.4,0.118,0.176,0.021,0,1.0153225806451613,-0.1389163413537573,0,medium
M05877,156.2,141.6,143.8,0.109,0.159,0.032,0,0.9065300896286812,-0.11659802222126975,0,high
M05878,158.7,161.6,145.9,0.116,0.225,0.024,0,1.0182734719596724,-0.14885498963772215,0,medium
M05879,166.0,169.5,167.2,0.027,0.263,0.129,0,1.0210843373493976,-0.1603018434788746,0,low
M05880,133.4,139.8,125.7,0.068,0.217,0.028,0,1.0479760119940031,-0.16373576976950932,0,low
M05881,145.6,157.6,142.2,0.074,0.19,0.1,0,1.0824175824175823,-0.16930958188730366,0,low
M05882,156.0,158.6,165.3,0.085,0.197,0.078,0,1.0166666666666666,-0.16931094195911328,0,low
M05883,328.1,317.7,334.2,0.001,0.132,0.032,0,0.9683023468454739,0.07967176837473666,1,high
M05884,280.9,283.2,275.5,0.085,0.184,0.048,0,1.008187967248131,-0.013162239586693047,0,high
M05885,88.1,85.6,89.1,0.067,0.296,0.024,0,0.9716231555051078,-0.1675426938247669,0,low
M05886,180.2,181.8,180.9,0.019,0.179,0.056,0,1.0088790233074363,-0.14635900274157143,0,medium
M05887,160.4,165.8,155.8,0.092,0.232,0.054,0,1.0336658354114714,-0.1686192413035344,0,low
M05888,107.1,112.0,108.6,0.085,0.114,0.346,0,1.0457516339869282,-0.02781589108234339,0,high
M05889,88.0,92.6,83.5,0.052,0.385,0.092,0,1.0522727272727272,-0.17260825912703254,0,low
M05890,28.9,34.7,36.3,0.04,0.346,0.047,0,1.2006920415224915,-0.06713659431084762,0,high
M05891,98.6,95.3,107.2,0.102,0.292,0.053,0,0.9665314401622719,-0.1714786281288973,0,low
M05892,169.8,172.2,176.7,0.002,0.377,0.088,0,1.0141342756183744,-0.12712390501401133,0,medium
M05893,167.0,161.2,164.2,0.034,0.11,0.053,0,0.9652694610778443,-0.12422120901653266,0,medium
M05894,37.5,40.2,31.1,0.115,0.348,0.165,0,1.072,-0.0779004028289294,0,high
M05895,75.0,76.2,72.6,0.107,0.38,0.052,0,1.016,-0.17296982729027294,0,low
M05896,214.3,212.0,210.9,0.055,0.335,0.05,0,0.9892673821745216,-0.10599612698813604,0,high
M05897,196.1,195.5,200.4,0.04,0.363,0.027,0,0.9969403365629781,-0.1117723519752874,0,high
M05898,58.8,56.1,54.2,0.049,0.179,0.077,0,0.9540816326530613,-0.14529554830305236,0,medium
M05899,71.0,66.4,64.8,0.101,0.126,0.078,0,0.9352112676056339,-0.14655413685246899,0,medium
M05900,59.7,61.0,75.0,0.085,0.249,0.249,0,1.0217755443886096,-0.10714834967316184,0,high
M05901,112.0,121.8,99.2,0.077,0.275,0.089,0,1.0875,-0.18383393429024603,0,low
M05902,190.9,193.6,198.4,0.114,0.148,0.027,0,1.0141435306443163,-0.11136494072332143,0,high
M05903,163.1,162.2,176.8,0.062,0.28,0.107,0,0.9944819129368485,-0.163321640760822,0,low
M05904,119.5,116.8,119.2,0.1,0.382,0.146,0,0.9774058577405857,-0.14999451556535193,0,medium
M05905,209.1,200.4,212.9,0.08,0.367,0.037,0,0.9583931133428982,-0.09073773384475692,0,high
M05906,201.8,206.4,206.8,0.03,0.274,0.02,0,1.022794846382557,-0.09792207273321213,0,high
M05907,102.9,110.9,105.4,0.093,0.248,0.228,0,1.0777453838678328,-0.13205536251103872,0,medium
M05908,126.0,135.4,123.0,0.108,0.135,0.02,0,1.0746031746031746,-0.11892125280587951,0,high
M05909,89.8,94.3,99.7,0.092,0.341,0.072,0,1.0501113585746102,-0.17772654966899387,0,low
M05910,115.9,127.7,119.3,0.117,0.185,0.159,0,1.1018119068162209,-0.13442849053514444,0,medium
M05911,80.1,79.9,75.5,0.075,0.34,0.064,0,0.9975031210986268,-0.18349471191043343,0,low
M05912,112.2,115.4,120.5,0.106,0.318,0.154,0,1.0285204991087344,-0.1663793658877093,0,low
M05913,218.8,220.1,216.7,0.1,0.367,0.072,0,1.0059414990859232,-0.09314839422175397,0,high
M05914,72.6,73.6,88.3,0.082,0.287,0.048,0,1.0137741046831956,-0.17496463783307564,0,low
M05915,117.0,114.3,118.4,0.067,0.244,0.039,0,0.9769230769230769,-0.17744033412183668,0,low
M05916,119.9,106.2,120.3,0.021,0.387,0.148,0,0.8857381150959133,-0.11794368296289831,0,high
M05917,80.4,80.2,82.6,0.084,0.323,0.042,0,0.9975124378109452,-0.18072909455628938,0,low
M05918,65.2,78.8,69.7,0.073,0.238,0.13,0,1.2085889570552146,-0.15113743160995824,0,medium
M05919,73.4,80.3,69.0,0.021,0.254,0.137,0,1.0940054495912805,-0.16366967100727298,0,low
M05920,213.4,212.8,204.2,0.048,0.336,0.12,0,0.9971883786316776,-0.11166394271686247,0,high
M05921,37.8,62.0,36.6,0.235,0.575,0.166,1,1.6402116402116402,0.0016535774416522875,1,high
M05922,58.7,48.6,48.3,0.048,0.241,0.098,0,0.82793867120954,-0.12126136464363313,0,high
M05923,105.2,103.7,99.9,0.087,0.181,0.091,0,0.9857414448669202,-0.18123936853766798,0,low
M05924,169.2,166.3,166.3,0.07,0.368,0.175,0,0.9828605200945628,-0.1329597864827024,0,medium
M05925,42.1,67.4,33.4,0.174,0.686,0.21,1,1.6009501187648456,0.0348730368848873,1,high
M05926,76.9,104.9,94.2,0.346,0.687,0.173,1,1.364109232769831,0.011285327573360315,1,high
M05927,61.2,48.4,67.5,0.066,0.203,0.04,0,0.7908496732026143,-0.11099735141406047,0,high
M05928,102.2,104.9,98.3,0.006,0.259,0.045,0,1.0264187866927594,-0.15895574080726171,0,low
M05929,162.3,168.3,163.3,0.044,0.11,0.021,0,1.0369685767097967,-0.11600251576685489,0,high
M05930,130.0,126.5,140.1,0.012,0.313,0.062,0,0.9730769230769231,-0.1659895656712848,0,low
M05931,110.1,112.4,110.7,0.033,0.326,0.112,0,1.0208900999091737,-0.177789991654085,0,low
M05932,99.3,95.6,89.7,0.054,0.212,0.17,0,0.9627391742195367,-0.16139074670337344,0,low
M05933,218.5,212.3,229.1,0.078,0.149,0.02,0,0.9716247139588101,-0.06430064291548021,0,high
M05934,174.5,179.3,164.6,0.092,0.235,0.034,0,1.0275071633237822,-0.1519151550946941,0,medium
M05935,58.7,127.2,63.5,0.422,0.593,0.096,1,2.1669505962521294,0.010736831322662677,1,high
M05936,180.3,189.9,180.0,0.012,0.236,0.32,0,1.0532445923460898,-0.03466678211979102,0,high
M05937,217.7,213.5,229.3,0.04,0.171,0.147,0,0.9807073954983924,-0.08601725269440064,0,high
M05938,98.5,113.0,92.9,0.017,0.154,0.063,0,1.1472081218274113,-0.15622489619936003,0,medium
M05939,253.4,238.0,245.1,0.074,0.288,0.113,0,0.9392265193370165,-0.046136900287205185,0,high
M05940,99.5,92.9,100.9,0.039,0.122,0.033,0,0.9336683417085427,-0.14538810439764183,0,medium
M05941,72.6,68.7,74.7,0.099,0.106,0.098,0,0.9462809917355373,-0.1376332765709426,0,medium
M05942,88.7,101.2,87.4,0.108,0.193,0.049,0,1.1409244644870349,-0.15955726752778332,0,low
M05943,76.8,82.9,78.1,0.098,0.127,0.045,0,1.0794270833333335,-0.15611919042421435,0,medium
M05944,96.4,93.2,101.3,0.089,0.337,0.021,0,0.966804979253112,-0.1669102759526906,0,low
M05945,108.4,105.8,104.7,0.039,0.39,0.025,0,0.9760147601476014,-0.1574916699321403,0,low
M05946,120.2,120.3,123.8,0.052,0.163,0.221,0,1.0008319467554077,-0.13550515629853271,0,medium
M05947,188.8,192.7,183.4,0.081,0.331,0.264,0,1.0206567796610169,-0.07799181343993311,0,high
M05948,105.6,87.9,102.2,0.019,0.296,0.107,0,0.8323863636363638,-0.1455863547620076,0,medium
M05949,130.4,131.2,135.6,0.021,0.262,0.07,0,1.0061349693251533,-0.1716583070377733,0,low
M05950,233.4,229.7,232.3,0.081,0.18,0.042,0,0.9841473864610111,-0.05999664866103127,0,high
M05951,109.5,115.4,104.2,0.065,0.33,0.057,0,1.0538812785388127,-0.18752807360575008,0,low
M05952,301.6,290.6,308.2,0.016,0.173,0.13,0,0.963527851458886,0.03451227065131013,1,high
M05953,166.1,172.1,162.0,0.112,0.168,0.104,0,1.0361228175797712,-0.14705895085335885,0,medium
M05954,185.4,171.3,182.4,0.101,0.377,0.02,0,0.923948220064725,-0.09676540838728076,0,high
M05955,88.3,89.9,88.0,0.09,0.27,0.048,0,1.0181200453001134,-0.1876537822795445,0,low
M05956,66.3,145.3,76.2,0.19,0.486,0.051,1,2.191553544494721,0.0017748004852634613,1,high
M05957,121.5,126.8,131.1,0.064,0.198,0.093,0,1.0436213991769547,-0.18208653822243276,0,low
M05958,49.1,47.9,40.8,0.03,0.302,0.248,0,0.9755600814663951,-0.06469665250632262,0,high
M05959,150.2,152.6,160.8,0.003,0.39,0.083,0,1.0159786950732357,-0.13689904135874253,0,medium
M05960,107.5,100.4,114.3,0.058,0.345,0.053,0,0.933953488372093,-0.16207987481696878,0,low
M05961,63.1,67.7,51.7,0.089,0.236,0.024,0,1.0729001584786053,-0.13433176950444958,0,medium
M05962,211.2,202.5,207.7,0.069,0.217,0.078,0,0.9588068181818182,-0.10519986440482537,0,high
M05963,137.9,135.4,134.1,0.044,0.257,0.068,0,0.9818709209572154,-0.1709388862651376,0,low
M05964,90.7,86.0,92.6,0.023,0.353,0.156,0,0.9481808158765159,-0.1628459472845254,0,low
M05965,118.2,125.6,119.3,0.105,0.117,0.06,0,1.0626057529610828,-0.15039183914959214,0,medium
M05966,59.7,111.2,58.3,0.458,0.49,0.107,1,1.862646566164154,-0.0006491454146134723,0,high
M05967,139.9,136.3,143.5,0.11,0.196,0.089,0,0.9742673338098642,-0.1633256190428496,0,low
M05968,104.7,121.7,106.8,0.011,0.245,0.146,0,1.1623686723973257,-0.1410138696371716,0,medium
M05969,64.9,65.5,66.5,0.072,0.175,0.206,0,1.0092449922958397,-0.1289269227720285,0,medium
M05970,327.9,319.8,331.4,0.001,0.202,0.107,0,0.9752973467520587,0.05986230881528354,1,high
M05971,213.5,200.0,223.0,0.034,0.275,0.096,0,0.936768149882904,-0.09578893379515513,0,high
M05972,83.3,84.4,87.6,0.104,0.255,0.031,0,1.0132052821128452,-0.180563248245944,0,low
M05973,167.7,170.7,168.3,0.004,0.252,0.168,0,1.0178890876565294,-0.12257698023913288,0,medium
M05974,85.9,89.9,90.5,0.055,0.398,0.091,0,1.0465657741559953,-0.16822632157162037,0,low
M05975,73.8,82.9,71.8,0.065,0.363,0.082,0,1.1233062330623307,-0.17643864044529556,0,low
M05976,292.6,280.1,303.6,0.097,0.224,0.134,0,0.9572795625427204,0.011840407247039275,1,high
M05977,106.6,113.2,103.4,0.081,0.324,0.031,0,1.0619136960600377,-0.17923091843780514,0,low
M05978,138.0,144.6,133.9,0.111,0.362,0.068,0,1.0478260869565217,-0.1617579546536671,0,low
M05979,224.0,229.3,215.4,0.021,0.183,0.098,0,1.0236607142857144,-0.10090883757047636,0,high
M05980,85.1,90.7,97.7,0.037,0.113,0.088,0,1.0658049353701529,-0.15765642189336204,0,low
M05981,50.0,43.2,32.6,0.087,0.224,0.104,0,0.8640000000000001,-0.09540350697777189,0,high
M05982,118.6,116.2,116.9,0.059,0.333,0.062,0,0.9797639123102867,-0.1803065787770851,0,low
M05983,104.4,111.5,101.9,0.106,0.11,0.179,0,1.068007662835249,-0.11296974187868325,0,high
M05984,83.0,90.8,95.9,0.111,0.394,0.042,0,1.0939759036144578,-0.1596309448862986,0,low
M05985,162.5,164.5,159.7,0.085,0.341,0.128,0,1.0123076923076924,-0.15921663515415646,0,low
M05986,24.1,41.2,10.0,0.442,0.481,0.195,1,1.7095435684647302,0.04062844623055495,1,high
M05987,76.3,95.3,74.2,0.517,0.598,0.184,1,1.2490170380078638,0.021859554081789967,1,high
M05988,197.6,187.8,203.7,0.013,0.221,0.049,0,0.9504048582995952,-0.09993002542785723,0,high
M05989,124.7,131.9,110.2,0.08,0.207,0.068,0,1.0577385725741781,-0.17215977193140136,0,low
M05990,95.4,87.6,98.2,0.024,0.202,0.247,0,0.9182389937106917,-0.10492465983951005,0,high
M05991,61.4,61.3,72.2,0.024,0.342,0.148,0,0.998371335504886,-0.14697120076747971,0,medium
M05992,246.8,232.9,246.5,0.029,0.136,0.02,0,0.9436790923824959,0.0015408080116736667,1,high
M05993,78.6,79.0,63.0,0.116,0.317,0.107,0,1.0050890585241732,-0.17575885880321412,0,low
M05994,185.6,176.5,186.6,0.032,0.295,0.146,0,0.950969827586207,-0.12376761401979308,0,medium
M05995,66.5,61.7,74.1,0.085,0.35,0.176,0,0.9278195488721805,-0.13808022197632064,0,medium
M05996,198.2,217.3,192.3,0.019,0.277,0.06,0,1.096367305751766,-0.09124507579233915,0,high
M05997,72.8,76.8,86.8,0.089,0.327,0.061,0,1.054945054945055,-0.16945876100143575,0,low
M05998,64.9,139.8,69.2,0.365,0.553,0.163,1,2.1540832049306626,0.015504830375804968,1,high
M05999,131.6,136.6,143.8,0.095,0.146,0.057,0,1.0379939209726443,-0.158815144427161,0,low
M06000,145.6,141.4,142.3,0.096,0.205,0.065,0,0.9711538461538463,-0.1630885229095711,0,low
M06001,45.1,103.5,47.0,0.224,0.683,0.259,1,2.29490022172949,0.07476444226262757,1,high
M06002,80.6,90.1,72.3,0.028,0.215,0.114,0,1.117866004962779,-0.17026178867792086,0,low
M06003,121.2,116.0,120.7,0.001,0.107,0.026,0,0.957095709570957,-0.1125965289156804,0,high
M06004,118.5,112.3,112.7,0.02,0.381,0.037,0,0.9476793248945148,-0.15392419484944642,0,medium
M06005,121.8,244.7,125.4,0.413,0.575,0.079,1,2.009031198686371,0.05619127230213572,1,high
M06006,37.6,40.9,32.2,0.07,0.377,0.158,0,1.0877659574468084,-0.08454042340450951,0,high
M06007,58.1,123.5,58.8,0.214,0.378,0.119,1,2.125645438898451,-0.02487126626077074,0,high
M06008,59.7,99.4,58.8,0.511,0.548,0.172,1,1.6649916247906198,0.012123369171109455,1,high
M06009,154.6,153.9,159.3,0.052,0.346,0.134,0,0.9954721862871928,-0.16457667310849816,0,low
M06010,158.1,154.0,164.1,0.104,0.256,0.261,0,0.9740670461733081,-0.08084531073234186,0,high
M06011,183.1,190.9,181.4,0.091,0.22,0.143,0,1.042599672310213,-0.133079357908988,0,medium
M06012,146.5,158.6,129.9,0.089,0.175,0.185,0,1.08259385665529,-0.13175050884334483,0,medium
M06013,151.0,142.2,152.0,0.042,0.346,0.024,0,0.9417218543046357,-0.14381873127824513,0,medium
M06014,149.3,163.5,143.8,0.045,0.269,0.038,0,1.0951105157401204,-0.14920760442876574,0,medium
M06015,54.4,51.8,63.9,0.028,0.324,0.084,0,0.9522058823529411,-0.1374991964450361,0,medium
M06016,130.2,120.8,125.7,0.054,0.249,0.279,0,0.9278033794162827,-0.07636427112658273,0,high
M06017,97.2,100.0,97.2,0.042,0.319,0.08,0,1.02880658436214,-0.18234395052548347,0,low
M06018,64.1,134.9,70.6,0.423,0.564,0.102,1,2.104524180967239,0.00500641608639063,1,high
M06019,88.5,90.6,84.6,0.01,0.211,0.062,0,1.0237288135593219,-0.16855390883658422,0,low
M06020,119.1,123.9,119.4,0.05,0.322,0.098,0,1.040302267002519,-0.17621508725062313,0,low
M06021,149.4,150.8,145.1,0.103,0.247,0.135,0,1.0093708165997324,-0.17413747870247503,0,low
M06022,221.5,223.9,228.6,0.088,0.274,0.073,0,1.0108352144469526,-0.09965115869632135,0,high
M06023,99.2,93.0,100.8,0.024,0.101,0.122,0,0.9375,-0.1423807184874819,0,medium
M06024,112.8,118.3,113.4,0.001,0.361,0.062,0,1.048758865248227,-0.15625790471321271,0,medium
M06025,79.8,80.7,71.2,0.053,0.208,0.122,0,1.0112781954887218,-0.18385710502987151,0,low
M06026,131.2,136.3,128.4,0.061,0.313,0.081,0,1.0388719512195124,-0.17836909777368687,0,low
M06027,93.2,94.5,95.6,0.09,0.269,0.092,0,1.0139484978540771,-0.19169486877594072,0,low
M06028,257.3,259.3,266.5,0.09,0.206,0.03,0,1.007773027594248,-0.03236239964080467,0,high
M06029,69.2,59.6,74.0,0.035,0.202,0.162,0,0.861271676300578,-0.12472019134205492,0,medium
M06030,161.0,168.9,155.5,0.025,0.276,0.182,0,1.0490683229813664,-0.14055215514458025,0,medium
M06031,57.3,58.2,66.8,0.007,0.227,0.02,0,1.0157068062827226,-0.10644942340187713,0,high
M06032,140.3,133.4,143.6,0.004,0.335,0.043,0,0.9508196721311475,-0.14341437959031644,0,medium
M06033,142.6,132.9,150.8,0.103,0.346,0.087,0,0.9319775596072932,-0.14808634227791517,0,medium
M06034,91.1,93.8,102.1,0.101,0.354,0.056,0,1.0296377607025247,-0.17559075254512013,0,low
M06035,169.6,176.5,181.4,0.091,0.34,0.051,0,1.040683962264151,-0.14571913903276146,0,medium
M06036,340.0,333.4,342.1,0.041,0.364,0.051,0,0.9805882352941175,0.05872450622422476,1,high
M06037,140.4,136.4,135.0,0.079,0.271,0.107,0,0.9715099715099715,-0.17731935756797224,0,low
M06038,60.3,88.6,80.4,0.27,0.415,0.022,1,1.4693200663349917,-0.06785941629828818,0,high
M06039,174.1,183.8,173.1,0.063,0.281,0.164,0,1.0557151062607697,-0.13996390626514205,0,medium
M06040,98.0,99.8,104.6,0.069,0.116,0.076,0,1.0183673469387755,-0.1591838407244277,0,low
M06041,97.0,92.6,97.7,0.003,0.165,0.11,0,0.9546391752577319,-0.1482721625499726,0,medium
M06042,44.7,42.1,39.1,0.107,0.19,0.059,0,0.941834451901566,-0.09657135111516318,0,high
M06043,118.2,108.2,110.5,0.077,0.329,0.209,0,0.9153976311336718,-0.13445430769702288,0,medium
M06044,132.2,136.6,132.9,0.054,0.191,0.135,0,1.033282904689864,-0.17417002523671765,0,low
M06045,125.8,125.4,121.0,0.089,0.155,0.046,0,0.9968203497615263,-0.16331721846392483,0,low
M06046,59.9,61.6,60.1,0.108,0.189,0.077,0,1.0283806343906512,-0.14342308093980516,0,medium
M06047,79.6,74.7,80.5,0.003,0.356,0.071,0,0.9384422110552765,-0.1411075354153613,0,medium
M06048,85.2,90.4,92.8,0.069,0.384,0.172,0,1.0610328638497653,-0.14893914817231807,0,medium
M06049,170.4,168.2,159.2,0.106,0.19,0.096,0,0.9870892018779341,-0.15609676606979844,0,medium
M06050,49.2,45.5,32.6,0.009,0.36,0.094,0,0.9247967479674796,-0.08549590736958584,0,high
M06051,94.5,96.7,104.6,0.069,0.136,0.105,0,1.0232804232804233,-0.16693651805550158,0,low
M06052,68.3,67.4,72.3,0.033,0.137,0.164,0,0.9868228404099562,-0.13786922384072797,0,medium
M06053,57.4,56.7,57.7,0.115,0.192,0.078,0,0.9878048780487806,-0.1341001707884411,0,medium
M06054,67.8,62.4,62.0,0.04,0.378,0.123,0,0.9203539823008849,-0.14332858411935884,0,medium
M06055,115.5,120.2,124.5,0.083,0.377,0.02,0,1.0406926406926407,-0.15303498888527867,0,medium
M06056,116.6,122.2,107.5,0.082,0.276,0.029,0,1.0480274442538595,-0.17244210269430132,0,low
M06057,84.8,70.3,93.8,0.069,0.134,0.048,0,0.8290094339622641,-0.12435059995034015,0,medium
M06058,54.1,89.4,58.8,0.446,0.413,0.073,1,1.6524953789279113,-0.025334101896392847,0,high
M06059,67.4,140.5,66.0,0.298,0.415,0.086,1,2.0845697329376853,-0.01432847895332634,0,high
M06060,169.9,164.4,167.9,0.08,0.217,0.165,0,0.9676280164802825,-0.1385888498543883,0,medium
M06061,121.8,121.1,121.7,0.063,0.185,0.099,0,0.9942528735632183,-0.18126008437992402,0,low
M06062,216.5,224.7,222.5,0.108,0.103,0.043,0,1.0378752886836027,-0.04769880937196924,0,high
M06063,247.1,237.4,254.6,0.067,0.33,0.066,0,0.9607446377984622,-0.049688610467341854,0,high
M06064,93.2,104.4,102.9,0.091,0.327,0.037,0,1.1201716738197425,-0.17863370473100848,0,low
M06065,108.2,119.9,111.5,0.068,0.136,0.02,0,1.1081330868761552,-0.1359278680169076,0,medium
M06066,81.8,87.9,84.8,0.11,0.258,0.122,0,1.0745721271393645,-0.1762843821847952,0,low
M06067,28.6,35.2,20.9,0.101,0.211,0.137,0,1.2307692307692308,-0.06574817362741636,0,high
M06068,113.2,106.1,112.7,0.099,0.17,0.067,0,0.9372791519434628,-0.1597378877299998,0,low
M06069,63.2,67.1,59.3,0.1,0.285,0.02,0,1.0617088607594936,-0.1355497271439654,0,medium
M06070,100.8,105.0,106.9,0.02,0.239,0.116,0,1.0416666666666667,-0.1768984150959732,0,low
M06071,75.9,97.5,70.9,0.176,0.633,0.12,1,1.284584980237154,-0.05088907450125857,0,high
M06072,96.0,102.2,98.8,0.097,0.322,0.062,0,1.0645833333333334,-0.1788878832173798,0,low
M06073,98.7,104.5,94.1,0.11,0.226,0.173,0,1.0587639311043566,-0.15470246878195348,0,medium
M06074,143.0,142.6,133.0,0.032,0.398,0.137,0,0.9972027972027971,-0.1571432704056807,0,medium
M06075,103.9,187.1,106.4,0.158,0.441,0.056,1,1.8007699711260827,-0.03873051607186073,0,high
M06076,142.0,151.8,133.9,0.107,0.176,0.091,0,1.0690140845070424,-0.15917241260953563,0,low
M06077,80.2,77.5,78.7,0.119,0.144,0.105,0,0.9663341645885286,-0.1636422944486403,0,low
M06078,183.9,178.5,180.1,0.117,0.143,0.186,0,0.9706362153344209,-0.0976894903260655,0,high
M06079,236.5,238.2,225.0,0.044,0.182,0.152,0,1.0071881606765327,-0.06634051592526435,0,high
M06080,117.7,117.2,117.6,0.091,0.374,0.044,0,0.9957519116397621,-0.17603863117948337,0,low
M06081,111.1,221.1,112.6,0.549,0.697,0.049,1,1.99009900990099,0.09031894145773778,1,high
M06082,62.2,58.6,64.8,0.014,0.181,0.02,0,0.9421221864951769,-0.1107759348243666,0,high
M06083,29.2,33.7,42.9,0.035,0.304,0.076,0,1.154109589041096,-0.09169940546667027,0,high
M06084,130.6,133.2,133.3,0.091,0.187,0.048,0,1.0199081163859112,-0.16740396491413756,0,low
M06085,175.1,173.4,178.4,0.007,0.102,0.137,0,0.9902912621359224,-0.10172770732782904,0,high
M06086,101.6,97.2,110.8,0.001,0.182,0.114,0,0.9566929133858268,-0.1462520067065629,0,medium
M06087,205.7,196.8,195.3,0.085,0.161,0.028,0,0.9567331064657268,-0.10599823167164707,0,high
M06088,104.7,169.1,108.9,0.249,0.358,0.166,1,1.615090735434575,-0.02901868132780616,0,high
M06089,187.4,189.1,192.0,0.007,0.105,0.151,0,1.0090715048025614,-0.08768594067949731,0,high
M06090,64.9,66.5,54.4,0.028,0.185,0.071,0,1.024653312788906,-0.14761492322628184,0,medium
M06091,74.4,154.6,67.4,0.192,0.549,0.048,1,2.0779569892473115,0.004560862273330857,1,high
M06092,303.5,288.0,295.0,0.093,0.13,0.151,0,0.9489291598023064,0.041693740277266134,1,high
M06093,179.8,169.8,175.2,0.067,0.219,0.161,0,0.9443826473859844,-0.12091562339271189,0,high
M06094,63.3,66.8,58.1,0.088,0.209,0.156,0,1.0552922590837284,-0.14799587557779625,0,medium
M06095,164.0,162.0,158.8,0.114,0.255,0.118,0,0.9878048780487805,-0.1541216658654314,0,medium
M06096,108.5,102.7,99.6,0.04,0.373,0.057,0,0.9465437788018434,-0.17414635537581036,0,low
M06097,190.7,182.4,180.2,0.039,0.251,0.077,0,0.9564761405348716,-0.1336233541264858,0,medium
M06098,112.5,121.9,105.8,0.011,0.298,0.107,0,1.0835555555555556,-0.16316726671441661,0,low
M06099,109.5,109.5,106.5,0.072,0.394,0.076,0,1.0,-0.17283478408141445,0,low
M06100,127.1,138.1,123.3,0.019,0.176,0.02,0,1.0865460267505902,-0.132313611463106,0,medium
M06101,39.0,43.4,50.2,0.05,0.343,0.123,0,1.1128205128205129,-0.11507941010152006,0,high
M06102,59.7,91.7,54.0,0.303,0.588,0.043,1,1.5360134003350083,-0.02372334785469099,0,high
M06103,172.4,168.5,165.4,0.095,0.349,0.055,0,0.9773781902552204,-0.14037497749366828,0,medium
